[Gait],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pat9,周期,歩行率,立脚,%,遊脚,%,両足支持,%,ストライド,ステップ,歩隔,,,,,,,,,,,,,,,,,,,,,,,,,
68.5,2.390763,0.118435,95.215065,-1.130123,-0.565826,92.165672,-13.449452,-0.819798,137.395676,19.551424,0.255032,133.017181,-15.510178,-5.650177,87.763695,15.435993,-1.349979,81.124367,-15.378431,-2.788025,50.887871,11.973557,-3.956093,43.47031,-10.125208,-9.18586,10.267867,8.660337,-23.676676,8.713613,-19.622269,-6.42572,3.926198,14.035265,-17.028011,2.047315
69,2.472779,0.066029,95.270142,-1.246981,-0.53841,92.191902,-13.319345,-0.929073,137.467773,19.389885,0.273609,133.0672,-15.41687,-5.686867,87.820137,15.312729,-1.321617,81.137497,-15.343241,-2.733593,50.943691,11.99275,-3.711475,43.455597,-9.97385,-8.907089,10.302583,8.681448,-23.811371,8.956383,-19.537367,-6.347557,3.957487,14.026213,-17.262272,2.112313
69.5,2.552322,0.013866,95.319504,-1.362919,-0.511318,92.219757,-13.193933,-1.03828,137.5327,19.226681,0.293461,133.117538,-15.324295,-5.723907,87.869965,15.190594,-1.295185,81.152328,-15.307547,-2.677872,50.993317,12.022549,-3.446697,43.441372,-9.847404,-8.614582,10.32833,8.71014,-23.931538,9.214708,-19.474449,-6.235455,3.983659,14.019184,-17.490343,2.181582
70,2.628417,-0.037907,95.358612,-1.476843,-0.483753,92.25016,-13.076868,-1.147442,137.58461,19.063463,0.31797,133.168961,-15.234648,-5.761681,87.90876,15.069435,-1.270721,81.170944,-15.271763,-2.622623,51.031967,12.064745,-3.156361,43.431519,-9.758585,-8.300285,10.336667,8.749125,-24.037558,9.494734,-19.448019,-6.070164,4.001605,14.01939,-17.713657,2.264312
70.5,2.702257,-0.089016,95.394653,-1.589375,-0.456196,92.279991,-12.96397,-1.2556,137.632401,18.901037,0.344078,133.217758,-15.146132,-5.800121,87.94413,14.949757,-1.247139,81.189232,-15.237087,-2.563499,51.067871,12.113001,-2.856083,43.422516,-9.692789,-7.981514,10.339975,8.797047,-24.136469,9.783288,-19.440687,-5.877712,4.015146,14.022779,-17.934071,2.351955
71,2.772334,-0.138943,95.422508,-1.700392,-0.428249,92.310249,-12.858341,-1.361931,137.669678,18.735804,0.371601,133.263763,-15.060091,-5.839081,87.969734,14.830509,-1.227009,81.20787,-15.201851,-2.500919,51.094643,12.177856,-2.530384,43.415894,-9.670977,-7.645329,10.33107,8.85911,-24.211855,10.093361,-19.46986,-5.630013,4.020092,14.032429,-18.142878,2.451403
71.5,2.839056,-0.187695,95.443474,-1.808799,-0.399494,92.340218,-12.759607,-1.466164,137.698029,18.569929,0.402767,133.306503,-14.977081,-5.878788,87.987411,14.713346,-1.208698,81.226486,-15.166618,-2.434433,51.113487,12.256289,-2.18285,43.412266,-9.684974,-7.29533,10.30973,8.936773,-24.271307,10.422075,-19.531244,-5.333961,4.017357,14.047945,-18.34416,2.562752
72,2.902975,-0.235424,95.46183,-1.916348,-0.370464,92.368614,-12.664923,-1.568459,137.72229,18.403177,0.43446,133.345184,-14.896166,-5.918476,88.002136,14.597244,-1.192234,81.243263,-15.133554,-2.362858,51.130314,12.342232,-1.827091,43.409729,-9.723618,-6.941673,10.286319,9.023706,-24.320282,10.758265,-19.609253,-5.01038,4.009865,14.067425,-18.539677,2.680774
72.5,2.960649,-0.280426,95.470001,-2.020822,-0.340179,92.39534,-12.580838,-1.665638,137.73288,18.234753,0.467892,133.376541,-14.820137,-5.959137,88.004219,14.48296,-1.180149,81.257629,-15.100538,-2.282497,51.135201,12.451611,-1.446636,43.411976,-9.826906,-6.56728,10.248302,9.130291,-24.33749,11.116922,-19.737631,-4.605495,3.988611,14.093838,-18.715567,2.818314
73,3.016243,-0.324631,95.475975,-2.123124,-0.308895,92.420593,-12.499618,-1.761051,137.740479,18.066029,0.503803,133.403564,-14.745861,-6.000011,88.003693,14.370663,-1.170002,81.269897,-15.069077,-2.198826,51.137787,12.573637,-1.051098,43.416031,-9.945565,-6.187881,10.207226,9.249199,-24.337765,11.488335,-19.876637,-4.180107,3.963835,14.123693,-18.881855,2.965244
73.5,3.067254,-0.366714,95.47728,-2.223696,-0.277203,92.443405,-12.424658,-1.852127,137.740692,17.896509,0.539642,133.424088,-14.676237,-6.040413,87.997429,14.259888,-1.162998,81.279114,-15.041025,-2.106735,51.136215,12.708311,-0.648937,43.423805,-10.103577,-5.799911,10.162109,9.379347,-24.32066,11.86717,-20.042154,-3.70771,3.930658,14.157686,-19.034597,3.124427
74,3.111331,-0.405846,95.471725,-2.320765,-0.243866,92.462784,-12.358868,-1.937077,137.731323,17.727062,0.577454,133.43544,-14.611292,-6.081669,87.982567,14.152321,-1.160633,81.283157,-15.016924,-2.003681,51.127434,12.869102,-0.22805,43.436825,-10.313601,-5.39558,10.110397,9.523899,-24.266935,12.264098,-20.240284,-3.170303,3.88571,14.195744,-19.161913,3.305926
74.5,3.154044,-0.444389,95.465263,-2.416106,-0.209988,92.480972,-12.294765,-2.020557,137.720337,17.558113,0.61602,133.443314,-14.548134,-6.122379,87.966629,14.045839,-1.160324,81.285316,-14.995337,-1.898327,51.11837,13.039145,0.199944,43.451588,-10.530722,-4.989143,10.058121,9.674671,-24.199287,12.66778,-20.442425,-2.622158,3.83945,14.235533,-19.279898,3.49638
75,3.18968,-0.479965,95.452995,-2.508235,-0.175686,92.495789,-12.23872,-2.098072,137.700363,17.391394,0.654064,133.443436,-14.491823,-6.161758,87.943542,13.943146,-1.163235,81.282822,-14.980385,-1.781273,51.10471,13.226187,0.629032,43.473812,-10.793385,-4.568687,10.004308,9.832062,-24.105001,13.074054,-20.668587,-2.017208,3.782365,14.277264,-19.37108,3.70219
75.5,3.221054,-0.513844,95.437981,-2.597856,-0.140083,92.506996,-12.188902,-2.171604,137.675964,17.225849,0.693829,133.435699,-14.43749,-6.201401,87.917259,13.842836,-1.170433,81.274651,-14.970343,-1.657101,51.089508,13.432838,1.068024,43.49987,-11.079792,-4.140839,9.950041,9.993004,-23.98205,13.490799,-20.906639,-1.383366,3.720624,14.321629,-19.440487,3.929965
76,3.249254,-0.546688,95.421051,-2.684599,-0.10461,92.517136,-12.141575,-2.242699,137.648575,17.063967,0.732788,133.424988,-14.38735,-6.239025,87.888657,13.745007,-1.179146,81.264969,-14.965652,-1.529018,51.073689,13.646936,1.506451,43.530445,-11.377481,-3.706604,9.896089,10.155916,-23.842573,13.907801,-21.147909,-0.729134,3.656608,14.366474,-19.493656,4.166687
76.5,3.271349,-0.577091,95.400177,-2.768322,-0.069004,92.523628,-12.103111,-2.30883,137.614624,16.906385,0.770977,133.407867,-14.342266,-6.274521,87.855522,13.651236,-1.191036,81.249611,-14.970135,-1.390778,51.056671,13.874746,1.940144,43.569508,-11.701418,-3.261833,9.845389,10.312267,-23.676413,14.320552,-21.397631,-0.041473,3.587882,14.411818,-19.514872,4.419018
77,3.290889,-0.606735,95.378143,-2.849421,-0.032578,92.527039,-12.068079,-2.372841,137.578506,16.752552,0.810524,133.38414,-14.299025,-6.309204,87.821342,13.560043,-1.206203,81.229263,-14.97867,-1.248917,51.039703,14.11437,2.37574,43.613346,-12.034903,-2.812737,9.795299,10.468145,-23.489891,14.736637,-21.65123,0.660728,3.517999,14.460207,-19.515957,4.69115
77.5,3.306521,-0.635319,95.35405,-2.927503,0.002666,92.529755,-12.037346,-2.434258,137.53952,16.604309,0.847427,133.360352,-14.259636,-6.340446,87.784431,13.472029,-1.221729,81.207932,-14.994345,-1.102798,51.022732,14.353621,2.802574,43.663742,-12.371423,-2.356007,9.749104,10.613163,-23.285587,15.140572,-21.898176,1.374435,3.449656,14.508413,-19.491835,4.96624
78,3.317925,-0.66238,95.327415,-3.002862,0.038292,92.529434,-12.014822,-2.492184,137.495804,16.462229,0.884697,133.331238,-14.224697,-6.36927,87.744949,13.387833,-1.240089,81.181381,-15.019432,-0.949162,51.006348,14.599451,3.224133,43.722763,-12.717781,-1.891758,9.705694,10.75009,-23.061411,15.536979,-22.146986,2.10722,3.381778,14.557791,-19.437368,5.254058
78.5,3.32707,-0.689018,95.299942,-3.075164,0.073578,92.527237,-11.995145,-2.548489,137.450989,16.32597,0.921391,133.299194,-14.191791,-6.395199,87.704597,13.306328,-1.259884,81.151817,-15.048321,-0.793602,50.990044,14.847872,3.638222,43.789265,-13.062375,-1.423061,9.665387,10.878983,-22.821239,15.924517,-22.390009,2.843994,3.317072,14.610258,-19.358524,5.551508
79,3.333519,-0.715042,95.271019,-3.144239,0.107697,92.524712,-11.980804,-2.602947,137.403915,16.197771,0.956009,133.268143,-14.161638,-6.417969,87.662262,13.228859,-1.280243,81.121567,-15.082436,-0.635201,50.973869,15.085957,4.043056,43.863483,-13.401411,-0.95055,9.628448,10.992203,-22.563305,16.291304,-22.625515,3.582455,3.258183,14.664433,-19.246788,5.847365
79.5,3.337615,-0.740295,95.240837,-3.210574,0.141891,92.520744,-11.971056,-2.655083,137.35498,16.076591,0.990547,133.234985,-14.135647,-6.437679,87.618202,13.153835,-1.302216,81.088287,-15.123575,-0.472557,50.958138,15.323441,4.439449,43.949066,-13.736667,-0.470211,9.59399,11.097839,-22.289602,16.643379,-22.85494,4.330318,3.202645,14.719788,-19.101639,6.144537
80,3.33927,-0.765049,95.209572,-3.273964,0.175228,92.51635,-11.967104,-2.70467,137.304474,15.961475,1.023758,133.202133,-14.111783,-6.453289,87.572723,13.081657,-1.324654,81.054413,-15.167753,-0.307236,50.942081,15.55147,4.826756,44.042015,-14.057879,0.011879,9.56458,11.190281,-22.00004,16.972492,-23.072742,5.06847,3.157431,14.779661,-18.925072,6.436659
80.5,3.339608,-0.789459,95.177483,-3.33397,0.208241,92.51207,-11.965523,-2.752983,137.252945,15.855082,1.056458,133.170654,-14.091036,-6.466225,87.525749,13.013317,-1.347931,81.020576,-15.214897,-0.140224,50.925636,15.767797,5.206669,44.144619,-14.370179,0.498569,9.53633,11.274498,-21.693569,17.279627,-23.283285,5.809837,3.117396,14.840193,-18.711557,6.72046
81,3.337821,-0.813076,95.144455,-3.390605,0.240574,92.5084,-11.969381,-2.798035,137.200592,15.756882,1.087738,133.141296,-14.074075,-6.475079,87.476646,12.946821,-1.372089,80.987015,-15.266018,0.030388,50.908535,15.972698,5.574757,44.259933,-14.66571,0.990414,9.512116,11.34536,-21.36665,17.554726,-23.480528,6.546616,3.086529,14.903688,-18.451818,6.987437
81.5,3.334912,-0.836456,95.110909,-3.444106,0.272629,92.505554,-11.976082,-2.841484,137.147461,15.665277,1.118774,133.113419,-14.059159,-6.481361,87.427101,12.883217,-1.397091,80.955101,-15.317564,0.20285,50.891151,16.163677,5.937885,44.382355,-14.950117,1.482193,9.49045,11.410925,-21.022331,17.802917,-23.671799,7.276012,3.063277,14.970167,-18.156149,7.238864
82,3.330431,-0.85915,95.076752,-3.494256,0.304436,92.503487,-11.984484,-2.882645,137.094147,15.580843,1.148911,133.088348,-14.047998,-6.484173,87.375504,12.822474,-1.422661,80.924477,-15.370998,0.37785,50.872646,16.341413,6.291618,44.515381,-15.219532,1.979622,9.470882,11.469366,-20.655474,18.019283,-23.850174,8.00528,3.046778,15.037855,-17.812376,7.469606
82.5,3.323611,-0.880783,95.041939,-3.540128,0.335911,92.503593,-11.999067,-2.919067,137.039948,15.505762,1.178482,133.067215,-14.04114,-6.482853,87.322327,12.76441,-1.44931,80.897888,-15.42528,0.557377,50.853348,16.501949,6.636806,44.658089,-15.465172,2.477592,9.456216,11.517023,-20.261263,18.19272,-24.014549,8.718678,3.042017,15.106766,-17.414911,7.668445
83,3.31655,-0.90234,95.007111,-3.583031,0.367218,92.50489,-12.01297,-2.954891,136.986359,15.436378,1.207764,133.048187,-14.035749,-6.480255,87.269165,12.708055,-1.476952,80.873581,-15.479765,0.738071,50.834145,16.651854,6.97628,44.80764,-15.705334,2.97583,9.441807,11.563148,-19.847944,18.33894,-24.175674,9.430943,3.040136,15.177555,-16.979614,7.847868
83.5,3.306309,-0.922192,94.971611,-3.621364,0.398518,92.508133,-12.030765,-2.985451,136.931885,15.374699,1.236721,133.033386,-14.036198,-6.472389,87.213928,12.656284,-1.505436,80.853592,-15.534822,0.924107,50.813782,16.783791,7.305874,44.965561,-15.92194,3.47649,9.432626,11.600393,-19.39901,18.434526,-24.317902,10.13052,3.048215,15.249313,-16.478745,7.989054
84,3.294639,-0.941441,94.936127,-3.655944,0.429688,92.513489,-12.051166,-3.013435,136.877594,15.320753,1.265797,133.021896,-14.03918,-6.462391,87.158669,12.606443,-1.535378,80.838188,-15.590069,1.112778,50.793941,16.904543,7.629028,45.127304,-16.125566,3.974873,9.425311,11.633434,-18.925976,18.49563,-24.453697,10.819283,3.060493,15.320253,-15.936199,8.102305
84.5,3.28192,-0.960125,94.900734,-3.687255,0.460392,92.520233,-12.071392,-3.03965,136.824051,15.272038,1.293938,133.012939,-14.044444,-6.450321,87.103142,12.558739,-1.566002,80.826271,-15.645763,1.304317,50.774323,17.013391,7.944172,45.294067,-16.320286,4.472111,9.419819,11.6614,-18.427481,18.519178,-24.582325,11.500401,3.076218,15.393532,-15.348057,8.189271
85,3.265365,-0.97686,94.865234,-3.712699,0.49139,92.529137,-12.095957,-3.059753,136.769608,15.232582,1.32336,133.008026,-14.056051,-6.432278,87.04747,12.518087,-1.597591,80.820435,-15.702072,1.501553,50.755699,17.105198,8.249481,45.462563,-16.49202,4.963722,9.4201,11.680628,-17.888315,18.48695,-24.693453,12.15765,3.099744,15.464417,-14.694199,8.233766
85.5,3.247563,-0.993244,94.829811,-3.73515,0.521927,92.539574,-12.121645,-3.078506,136.715897,15.199009,1.352615,133.005157,-14.068945,-6.413197,86.991539,12.478626,-1.630432,80.818214,-15.759232,1.700512,50.737549,17.190516,8.547787,45.631332,-16.657356,5.453201,9.420449,11.695534,-17.331873,18.427738,-24.800169,12.809311,3.123013,15.536102,-14.011982,8.259657
86,3.227332,-1.008366,94.794785,-3.752912,0.551956,92.551201,-12.149338,-3.093422,136.662323,15.172117,1.381657,133.004715,-14.086264,-6.389484,86.936623,12.444925,-1.663609,80.82106,-15.8179,1.903652,50.721424,17.262793,8.836502,45.798218,-16.807795,5.932671,9.424315,11.701836,-16.743248,18.321396,-24.896141,13.4352,3.149958,15.607973,-13.281185,8.254623
86.5,3.204221,-1.022259,94.759811,-3.766233,0.581833,92.564095,-12.179806,-3.104691,136.608444,15.152201,1.412136,133.006683,-14.107594,-6.361294,86.882042,12.417141,-1.697365,80.828064,-15.877453,2.109341,50.706467,17.323566,9.116108,45.961929,-16.946281,6.404198,9.430405,11.69898,-16.13018,18.176577,-24.981777,14.04282,3.179114,15.678867,-12.512787,8.225701
87,3.179419,-1.035702,94.724808,-3.775936,0.611122,92.578056,-12.212753,-3.114227,136.554749,15.138206,1.44265,133.009872,-14.1304,-6.33152,86.826996,12.392818,-1.731857,80.838684,-15.938072,2.316887,50.692112,17.377449,9.388378,46.122238,-17.077848,6.870491,9.437572,11.689289,-15.499962,18.002478,-25.061304,14.638683,3.207633,15.749939,-11.718609,8.179796
87.5,3.151319,-1.047943,94.690521,-3.78024,0.639717,92.592262,-12.249182,-3.119278,136.501312,15.132576,1.473938,133.014267,-14.158958,-6.294586,86.773972,12.376556,-1.765514,80.853333,-16.001284,2.527065,50.680698,17.41828,9.650589,46.273876,-17.191441,7.315708,9.44623,11.669363,-14.846008,17.788593,-25.129093,15.193878,3.238034,15.819988,-10.893353,8.113086
88,3.121242,-1.059475,94.655945,-3.781569,0.667759,92.607254,-12.288156,-3.122032,136.447571,15.130924,1.506062,133.020233,-14.190323,-6.254578,86.72036,12.365122,-1.799431,80.870697,-16.06473,2.737549,50.669083,17.450613,9.90591,46.421421,-17.298655,7.754459,9.455339,11.640497,-14.181366,17.550547,-25.189137,15.737282,3.268134,15.889759,-10.05143,8.03517
88.5,3.088979,-1.070568,94.62146,-3.777928,0.695293,92.621918,-12.331224,-3.12212,136.393723,15.137184,1.53894,133.025757,-14.224072,-6.211113,86.666679,12.36047,-1.832474,80.890366,-16.129562,2.948006,50.658245,17.47504,10.153603,46.559273,-17.397036,8.177372,9.464117,11.603521,-13.501217,17.284958,-25.243282,16.254929,3.296044,15.957445,-9.190845,7.945001
89,3.054165,-1.08091,94.586792,-3.770253,0.722164,92.636833,-12.378412,-3.118538,136.339661,15.149,1.572987,133.032333,-14.262764,-6.160694,86.613503,12.362854,-1.864368,80.91243,-16.194857,3.158115,50.647644,17.487679,10.395325,46.68935,-17.479832,8.580395,9.471425,11.558739,-12.813507,16.998343,-25.286312,16.738373,3.324654,16.022835,-8.322113,7.846517
89.5,3.017505,-1.090721,94.551674,-3.759054,0.748482,92.651711,-12.429243,-3.112686,136.285004,15.16564,1.60759,133.039566,-14.304594,-6.107346,86.559296,12.370754,-1.895733,80.936531,-16.25997,3.366734,50.635971,17.491505,10.631088,46.812492,-17.556477,8.973625,9.478338,11.505911,-12.116848,16.690493,-25.321457,17.20668,3.35133,16.085962,-7.441704,7.739177
90,2.978537,-1.100395,94.516357,-3.743611,0.774666,92.665314,-12.484743,-3.103203,136.230286,15.189072,1.643475,133.045547,-14.349936,-6.049107,86.504494,12.385059,-1.924652,80.96032,-16.324677,3.57214,50.62331,17.487482,10.862263,46.925621,-17.622728,9.344543,9.482072,11.448845,-11.413399,16.369722,-25.349634,17.644333,3.374045,16.143744,-6.556168,7.625947
90.5,2.937826,-1.10968,94.480133,-3.724797,0.800407,92.678734,-12.544251,-3.091133,136.174789,15.215496,1.679825,133.052322,-14.399079,-5.985439,86.448685,12.405565,-1.951847,80.985695,-16.387869,3.77467,50.608208,17.472523,11.089176,47.031116,-17.677303,9.699997,9.482868,11.387003,-10.703167,16.035099,-25.367863,18.058022,3.395118,16.19401,-5.664852,7.503767
91,2.894967,-1.118458,94.443031,-3.701404,0.826286,92.691017,-12.608595,-3.075039,136.118591,15.249231,1.717548,133.058685,-14.452553,-5.918083,86.391235,12.432215,-1.976967,81.011208,-16.449234,3.972427,50.590389,17.447598,11.311455,47.126991,-17.723953,10.037388,9.480218,11.321625,-9.982933,15.684701,-25.376884,18.450111,3.411137,16.237822,-4.763805,7.371951
91.5,2.850523,-1.127186,94.40506,-3.675359,0.852295,92.701958,-12.67691,-3.056076,136.061844,15.285791,1.755726,133.06424,-14.508907,-5.846699,86.332336,12.462753,-1.99926,81.035744,-16.508368,4.165714,50.569672,17.415844,11.530533,47.215038,-17.762438,10.359135,9.473897,11.25536,-9.254406,15.328242,-25.378565,18.822807,3.422669,16.27088,-3.8559,7.22981
92,2.804238,-1.135624,94.365814,-3.645632,0.878586,92.711411,-12.749209,-3.034027,136.004059,15.326868,1.794525,133.069611,-14.568983,-5.770996,86.271721,12.49881,-2.018787,81.060181,-16.564482,4.352707,50.544605,17.373711,11.744953,47.293537,-17.791172,10.663837,9.462943,11.188545,-8.511909,14.959885,-25.369772,19.173904,3.427807,16.291027,-2.934807,7.072847
92.5,2.756014,-1.143543,94.325119,-3.612197,0.905602,92.719261,-12.826553,-3.007206,135.945282,15.372944,1.835136,133.074112,-14.632574,-5.691933,86.209122,12.538681,-2.035206,81.083359,-16.61693,4.533161,50.515434,17.322762,11.954266,47.362301,-17.814228,10.950554,9.447026,11.121386,-7.754177,14.580761,-25.351387,19.508446,3.425531,16.299253,-1.999386,6.900809
93,2.70587,-1.151325,94.283302,-3.576291,0.932877,92.724312,-12.90732,-2.977478,135.885803,15.422514,1.875225,133.076843,-14.699465,-5.609146,86.144745,12.581177,-2.047478,81.104454,-16.666332,4.706715,50.48204,17.263273,12.156258,47.419659,-17.830187,11.222034,9.426548,11.053913,-6.978535,14.192316,-25.324768,19.825729,3.41549,16.29023,-1.046444,6.708485
93.5,2.653718,-1.158592,94.239601,-3.536261,0.961376,92.726578,-12.992373,-2.943401,135.824829,15.477879,1.917099,133.078583,-14.769138,-5.522778,86.078346,12.628281,-2.055244,81.123322,-16.71146,4.870579,50.442657,17.192226,12.350029,47.463455,-17.839268,11.473175,9.399187,10.988125,-6.176811,13.78979,-25.286316,20.123199,3.393259,16.261444,-0.067543,6.490223
94,2.600355,-1.165379,94.194992,-3.494214,0.990303,92.727005,-13.080145,-2.906391,135.763229,15.536484,1.95985,133.078659,-14.840673,-5.434795,86.011017,12.677076,-2.060349,81.140717,-16.75428,5.030468,50.400883,17.114752,12.536953,47.498306,-17.845718,11.715897,9.368495,10.921789,-5.361176,13.379695,-25.242113,20.414703,3.36634,16.221752,0.924736,6.258072
94.5,2.543984,-1.171635,94.148773,-3.449104,1.019707,92.722305,-13.171667,-2.864735,135.700714,15.601007,2.003105,133.075668,-14.915726,-5.342339,85.941605,12.728182,-2.058815,81.153717,-16.79291,5.177982,50.352531,17.024067,12.706844,47.512817,-17.846697,11.933125,9.330171,10.852472,-4.515999,12.952658,-25.187904,20.679611,3.323927,16.159525,1.944908,5.994642
95,2.485845,-1.177338,94.100548,-3.400583,1.050129,92.714149,-13.267206,-2.819092,135.636475,15.671459,2.048283,133.070282,-14.991716,-5.247547,85.870667,12.782295,-2.05183,81.163185,-16.828062,5.315315,50.298519,16.921806,12.863625,47.511024,-17.844944,12.133106,9.284348,10.781828,-3.645962,12.51108,-25.124002,20.931427,3.268538,16.077568,2.98933,5.703726
95.5,2.426286,-1.182419,94.051849,-3.350387,1.080605,92.703224,-13.364454,-2.770775,135.571823,15.746759,2.094837,133.062103,-15.068968,-5.150948,85.79937,12.837906,-2.041294,81.170029,-16.861502,5.448715,50.242428,16.810926,13.009563,47.496662,-17.840761,12.323212,9.235364,10.708229,-2.767445,12.064301,-25.056782,21.172729,3.208709,15.985687,4.040028,5.40294
96,2.363391,-1.186684,94.0009,-3.296534,1.111179,92.685242,-13.465913,-2.717075,135.505798,15.831377,2.143578,133.048737,-15.148045,-5.049728,85.725777,12.896088,-2.021614,81.169708,-16.890739,5.565441,50.177753,16.680595,13.128044,47.452873,-17.83321,12.479599,9.174539,10.625427,-1.865734,11.597076,-24.981281,21.379433,3.129941,15.871719,5.10844,5.068991
96.5,2.299645,-1.190639,93.94912,-3.240846,1.141781,92.664764,-13.568699,-2.661663,135.439133,15.92111,2.193661,133.03302,-15.227604,-4.947338,85.651634,12.956444,-1.997948,81.166496,-16.918583,5.676888,50.11034,16.54118,13.235508,47.397064,-17.82468,12.627621,9.109573,10.539436,-0.960037,11.124894,-24.901991,21.579559,3.045418,15.748482,6.178177,4.7248
97,2.233818,-1.193684,93.896088,-3.182655,1.171799,92.640129,-13.674807,-2.602287,135.371185,16.018747,2.247032,133.013031,-15.307053,-4.841461,85.576157,13.018999,-1.96777,81.158165,-16.943945,5.779739,50.037716,16.386044,13.324783,47.320709,-17.812155,12.752789,9.037278,10.445549,-0.061306,10.650373,-24.821821,21.751419,2.95435,15.617502,7.233192,4.376096
97.5,2.164896,-1.19593,93.840736,-3.120515,1.200714,92.608765,-13.783998,-2.537949,135.302078,16.128933,2.303802,132.986771,-15.388512,-4.730579,85.4981,13.085932,-1.927387,81.141701,-16.964628,5.864262,49.955227,16.207697,13.384193,47.214577,-17.795458,12.841877,8.950622,10.339434,0.824223,10.167454,-24.736933,21.884155,2.849043,15.473787,8.26432,4.012797
98,2.095743,-1.197941,93.784866,-3.057383,1.229111,92.576355,-13.894246,-2.472958,135.23233,16.242781,2.362335,132.959213,-15.469679,-4.618813,85.419266,13.154366,-1.884148,81.123596,-16.98457,5.947029,49.870995,16.021553,13.437405,47.101112,-17.777752,12.927052,8.861967,10.229036,1.694736,9.688238,-24.653046,22.011795,2.743788,15.330061,9.275223,3.654263
98.5,2.023818,-1.198975,93.726425,-2.990034,1.255569,92.539398,-14.008598,-2.402561,135.160782,16.370119,2.426502,132.925995,-15.551462,-4.500893,85.336754,13.227385,-1.830715,81.097824,-16.999048,6.013226,49.775867,15.812082,13.466774,46.963619,-17.749907,12.971569,8.758821,10.108524,2.509949,9.223641,-24.570999,22.085754,2.634498,15.184937,10.214081,3.309773
99,1.950351,-1.199543,93.666336,-2.919577,1.280334,92.499695,-14.12467,-2.329475,135.088272,16.507463,2.494236,132.889282,-15.634808,-4.379536,85.251823,13.304131,-1.77042,81.067162,-17.009483,6.068638,49.673897,15.586002,13.480755,46.810806,-17.717402,12.994495,8.646892,9.982437,3.277958,8.771133,-24.489559,22.133141,2.522634,15.04236,11.09388,2.977022
99.5,1.876331,-1.199738,93.60524,-2.84815,1.304337,92.45993,-14.242636,-2.255222,135.014725,16.647449,2.563728,132.852112,-15.718262,-4.256454,85.165207,13.382353,-1.707016,81.035767,-17.018122,6.121109,49.568699,15.35251,13.490902,46.654156,-17.681963,13.011101,8.531905,9.852554,4.016602,8.328136,-24.41041,22.170891,2.413239,14.903728,11.936562,2.655768
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Link,0.028393,0.018696,93.43499,0,0,93.419785,-17.127441,0.845642,134.367203,20.96213,3.083336,133.600143,-17.871962,-3.837502,85.356163,16.092928,-0.756813,82.069153,-16.845057,-0.578735,48.785229,13.631706,3.425064,45.280537,-15.243065,0.845669,7.563113,9.494932,-10.264721,8.892803,-23.205603,8.05061,2.548286,14.566143,-3.296265,2.797451
Static,0,0,94.439232,0,0,94.439232,-19.236801,-5.638714,136.917007,20.150898,1.548088,134.673996,-17.649902,-2.129616,83.995102,16.364298,2.187988,85.422401,-13.546203,3.271484,47.741901,13.166998,2.38839,46.789398,-10.217402,2.265488,6.33577,11.542498,3.564384,6.1651,-13.141203,12.792389,2.09556,13.896097,13.974686,1.65244
