[Gait],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
氏名,周期,歩行率,立脚,%,遊脚,%,両足支持,%,ストライド,ステップ,歩隔,,,,,,,,,,,,,,,,,,,,,,,,,
5.5,-1.5946855,1.33475,92.2492,-1.5946855,1.33475,92.2492,-19.4177755,3.76235,132.688,19.0478245,3.74195,132.525,-19.6113755,-4.27625,84.5338,14.6073245,-0.44315,80.7661,-17.0532755,-6.67195,47.9087,12.2866245,13.29225,45.1174,-15.7035055,-8.52025,6.25119,8.8541245,5.91765,6.00669,-23.5112755,-0.62425,2.13089,14.1161245,14.05945,1.33416
6,-1.4728155,1.33535,92.2751,-1.4728155,1.33535,92.2751,-19.2198755,3.66825,132.774,19.2530245,3.86815,132.525,-19.4776755,-4.33855,84.5574,14.7077245,-0.32115,80.7835,-16.9672755,-6.59535,47.9213,12.1216245,13.27305,45.0829,-15.6741155,-8.74465,6.28654,8.8574245,5.66785,6.01856,-23.4974755,-0.87135,2.14817,14.1154245,13.78545,1.36355
6.5,-1.3477455,1.33435,92.3096,-1.3477455,1.33435,92.3096,-19.0215755,3.57015,132.872,19.4562245,3.99645,132.531,-19.3397755,-4.40645,84.5863,14.8070245,-0.19915,80.8121,-16.8831755,-6.50005,47.9358,11.9908245,13.24015,45.0635,-15.6376655,-8.96665,6.32979,8.8731245,5.40325,6.04164,-23.4799755,-1.12145,2.16745,14.1198245,13.49865,1.39457
7,-1.2211255,1.33225,92.3513,-1.2211255,1.33225,92.3513,-18.8226755,3.46815,132.981,19.6566245,4.12585,132.542,-19.2008755,-4.47855,84.6201,14.9055245,-0.07745,80.8496,-16.8033755,-6.38915,47.9525,11.8826245,13.19685,45.0557,-15.5934855,-9.18465,6.37966,8.8976245,5.12975,6.07303,-23.4564755,-1.37355,2.18824,14.1276245,13.20425,1.42547
7.5,-1.0928555,1.32825,92.3993,-1.0928555,1.32825,92.3993,-18.6242755,3.36225,133.098,19.8537245,4.25545,132.559,-19.0600755,-4.55315,84.6593,15.0036245,0.04245,80.896,-16.7260355,-6.26615,47.9724,11.8006245,13.13685,45.0561,-15.5433655,-9.39935,6.43696,8.9286245,4.85575,6.10507,-23.4285755,-1.62685,2.21045,14.1385245,12.91195,1.45094
8,-0.9637055,1.32185,92.4542,-0.9637055,1.32185,92.4542,-18.4278755,3.24905,133.223,20.0471245,4.38545,132.58,-18.9191755,-4.62995,84.706,15.1002245,0.15935,80.9516,-16.6535755,-6.13045,47.9983,11.7484245,13.05265,45.0626,-15.4812755,-9.60605,6.50545,8.9617245,4.59405,6.13252,-23.3927755,-1.88145,2.23632,14.1514245,12.63555,1.47023
8.5,-0.8337755,1.31375,92.5141,-0.8337755,1.31375,92.5141,-18.2316755,3.13085,133.356,20.2375245,4.51435,132.606,-18.7784755,-4.70735,84.7578,15.1973245,0.27405,81.0137,-16.5855955,-5.98585,48.0283,11.7150245,12.95305,45.0734,-15.4119655,-9.80735,6.58105,8.9978245,4.34005,6.15751,-23.3509755,-2.13665,2.26372,14.1646245,12.37025,1.48312
9,-0.7043155,1.30255,92.5797,-0.7043155,1.30255,92.5797,-18.0382755,3.00435,133.494,20.4211245,4.64155,132.636,-18.6391755,-4.78295,84.8176,15.2943245,0.38345,81.0835,-16.5239555,-5.83275,48.0663,11.7080245,12.82475,45.0857,-15.3321655,-9.99915,6.66918,9.0315245,4.10275,6.17273,-23.3012755,-2.39095,2.29463,14.1802245,12.12435,1.48795
9.5,-0.5747655,1.28885,92.6496,-0.5747655,1.28885,92.6496,-17.8469755,2.87155,133.637,20.6035245,4.76685,132.669,-18.5017755,-4.85705,84.8844,15.3900245,0.48885,81.1584,-16.4662955,-5.67535,48.1116,11.7187245,12.67555,45.099,-15.2416755,-10.18085,6.76625,9.0629245,3.87855,6.18089,-23.2442755,-2.64365,2.32906,14.1947245,11.89525,1.4858
10,-0.4456455,1.27205,92.7241,-0.4456455,1.27205,92.7241,-17.6566755,2.73015,133.784,20.7794245,4.88885,132.707,-18.3659755,-4.92705,84.9577,15.4876245,0.58895,81.2388,-16.4150255,-5.51205,48.1648,11.7477245,12.50145,45.1114,-15.1422255,-10.35205,6.87426,9.0916245,3.66855,6.18122,-23.1794755,-2.89405,2.36642,14.2104245,11.68335,1.47823
10.5,-0.3179355,1.25165,92.8026,-0.3179355,1.25165,92.8026,-17.4696755,2.58155,133.934,20.9510245,5.00645,132.748,-18.2342755,-4.99125,85.0396,15.5849245,0.68225,81.3232,-16.3688455,-5.34865,48.2281,11.7917245,12.30185,45.1223,-15.0318655,-10.51035,6.99347,9.1146245,3.46805,6.17392,-23.1072755,-3.13995,2.40873,14.2266245,11.48285,1.46602
11,-0.1905155,1.22895,92.8842,-0.1905155,1.22895,92.8842,-17.2847755,2.42775,134.085,21.1213245,5.12105,132.791,-18.1045755,-5.05165,85.127,15.6818245,0.77125,81.4106,-16.3265855,-5.18345,48.2986,11.8486245,12.08365,45.1331,-14.9131655,-10.65725,7.1206,9.1335245,3.27725,6.16061,-23.0285755,-3.38215,2.45408,14.2406245,11.29475,1.44913
11.5,-0.0649055,1.20205,92.9696,-0.0649055,1.20205,92.9696,-17.1012755,2.26635,134.238,21.2843245,5.22835,132.839,-17.9790755,-5.10335,85.2219,15.7799245,0.85245,81.5005,-16.2886355,-5.02125,48.3799,11.9137245,11.84335,45.1419,-14.7845455,-10.78855,7.25878,9.1484245,3.08695,6.14458,-22.9417755,-3.61685,2.50393,14.2570245,11.10745,1.4336
12,0.0599045,1.17225,93.0584,0.0599045,1.17225,93.0584,-16.9212755,2.10135,134.392,21.4463245,5.33025,132.891,-17.8559755,-5.14915,85.3234,15.8784245,0.92795,81.5929,-16.2533055,-4.86255,48.4699,11.9858245,11.58525,45.1511,-14.6479755,-10.90675,7.40396,9.1595245,2.89605,6.12655,-22.8496755,-3.84535,2.55787,14.2713245,10.92165,1.41584
12.5,0.1831945,1.13965,93.1499,0.1831945,1.13965,93.1499,-16.7430155,1.93275,134.546,21.6046245,5.42555,132.945,-17.7369755,-5.18755,85.4304,15.9765245,0.99725,81.6862,-16.2220255,-4.70465,48.5683,12.0648245,11.31165,45.1611,-14.5030455,-11.00855,7.55805,9.1669245,2.70325,6.10798,-22.7504755,-4.06575,2.61615,14.2847245,10.73395,1.39962
13,0.3052345,1.10425,93.2442,0.3052345,1.10425,93.2442,-16.5659455,1.76275,134.7,21.7596245,5.51315,133.003,-17.6197755,-5.21945,85.5422,16.0737245,1.06095,81.7806,-16.1903555,-4.55425,48.6739,12.1424245,11.02885,45.1723,-14.3509855,-11.09765,7.71619,9.1736245,2.50125,6.09286,-22.6457755,-4.27855,2.67732,14.2977245,10.53715,1.38635
13.5,0.4262445,1.06615,93.3416,0.4262445,1.06615,93.3416,-16.3924955,1.59225,134.854,21.9133245,5.59355,133.066,-17.5051755,-5.24585,85.6587,16.1718245,1.11905,81.8766,-16.1597155,-4.40895,48.7869,12.2225245,10.73365,45.1866,-14.1921255,-11.17035,7.87959,9.1790245,2.29005,6.08058,-22.5355755,-4.48265,2.74181,14.3092245,10.33185,1.37426
14,0.5453145,1.02595,93.4415,0.5453145,1.02595,93.4415,-16.2207055,1.42375,135.007,22.0638245,5.66405,133.132,-17.3939755,-5.26505,85.7796,16.2677245,1.17145,81.9726,-16.1300955,-4.26945,48.9064,12.2996245,10.43285,45.2048,-14.0248855,-11.22595,8.04711,9.1848245,2.06725,6.07399,-22.4191755,-4.67665,2.81059,14.3185245,10.11445,1.36626
14.5,0.6635645,0.98405,93.5436,0.6635645,0.98405,93.5436,-16.0498055,1.25765,135.161,22.2119245,5.72765,133.203,-17.2821755,-5.28185,85.9019,16.3622245,1.22035,82.0698,-16.0987655,-4.13585,49.0292,12.3722245,10.12905,45.227,-13.8526855,-11.27015,8.21457,9.1919245,1.83575,6.07201,-22.2975755,-4.86465,2.87993,14.3258245,9.88825,1.3596
15,0.7799045,0.93985,93.6484,0.7799045,0.93985,93.6484,-15.8829655,1.09635,135.314,22.3583245,5.78075,133.279,-17.1739755,-5.29395,86.0278,16.4554245,1.26365,82.168,-16.0662955,-4.01035,49.1572,12.4402245,9.82035,45.2548,-13.6712855,-11.29345,8.38358,9.2008245,1.58935,6.07649,-22.1689755,-5.04115,2.95223,14.3323245,9.64735,1.35658
15.5,0.8949545,0.89505,93.7546,0.8949545,0.89505,93.7546,-15.7170455,0.94025,135.465,22.5027245,5.82645,133.359,-17.0658755,-5.30375,86.1544,16.5459245,1.30405,82.2663,-16.0327055,-3.89075,49.2869,12.5005245,9.51265,45.2867,-13.4841155,-11.30375,8.55109,9.2117245,1.33635,6.08552,-22.0351755,-5.21095,3.02574,14.3354245,9.39975,1.35442
16,1.0085245,0.84895,93.8623,1.0085245,0.84895,93.8623,-15.5526455,0.78885,135.616,22.6434245,5.86455,133.444,-16.9576755,-5.31385,86.281,16.6344245,1.34175,82.3655,-15.9971155,-3.77705,49.417,12.5541245,9.20425,45.3232,-13.2907155,-11.29915,8.71596,9.2248245,1.07755,6.09777,-21.8951755,-5.37435,3.09877,14.3377245,9.14625,1.35326
16.5,1.1198445,0.80175,93.9715,1.1198445,0.80175,93.9715,-15.3912755,0.64595,135.766,22.7826245,5.89215,133.534,-16.8517755,-5.32245,86.4082,16.7188245,1.37535,82.4654,-15.9594055,-3.67175,49.5481,12.5963245,8.89665,45.3649,-13.0864355,-11.27415,8.87689,9.2395245,0.81035,6.11472,-21.7466755,-5.52775,3.17281,14.3381245,8.88495,1.3535
17,1.2300845,0.75445,94.0806,1.2300845,0.75445,94.0806,-15.2310455,0.50835,135.913,22.9195245,5.91475,133.628,-16.7450955,-5.33215,86.5335,16.8017245,1.40745,82.565,-15.9207055,-3.57075,49.6775,12.6312245,8.59085,45.4092,-12.8778855,-11.23665,9.03362,9.2562245,0.54305,6.13309,-21.5937755,-5.67625,3.24588,14.3362245,8.62345,1.35245
17.5,1.3376345,0.70615,94.1898,1.3376345,0.70615,94.1898,-15.0727355,0.37745,136.059,23.0511245,5.92905,133.726,-16.6392755,-5.34475,86.6572,16.8805245,1.43675,82.6647,-15.8794055,-3.47825,49.8041,12.6540245,8.28505,45.4558,-12.6594355,-11.17735,9.18312,9.2734245,0.27665,6.15078,-21.4320755,-5.81625,3.31715,14.3353245,8.36345,1.35219
18,1.4434845,0.65745,94.2987,1.4434845,0.65745,94.2987,-14.9166255,0.25265,136.203,23.1811245,5.93745,133.828,-16.5338955,-5.35855,86.7789,16.9564245,1.46395,82.7644,-15.8370855,-3.39115,49.9289,12.6672245,7.98055,45.5044,-12.4338855,-11.10295,9.32673,9.2900245,0.01005,6.16895,-21.2648755,-5.94915,3.38723,14.3332245,8.10375,1.35054
18.5,1.5473245,0.60865,94.4055,1.5473245,0.60865,94.4055,-14.7618955,0.13255,136.342,23.3074245,5.94145,133.932,-16.4297055,-5.37485,86.897,17.0300245,1.48875,82.8624,-15.7943055,-3.30935,50.0489,12.6721245,7.67635,45.5525,-12.2019655,-11.01005,9.4627,9.3074245,-0.25145,6.18564,-21.0923755,-6.07505,3.4553,14.3318245,7.84905,1.34865
19,1.6485345,0.55905,94.5101,1.6485345,0.55905,94.5101,-14.6084855,0.01685,136.478,23.4281245,5.94035,134.038,-16.3254955,-5.39505,87.0111,17.1000245,1.51165,82.9587,-15.7495055,-3.23485,50.1638,12.6653245,7.37145,45.5989,-11.9647155,-10.89625,9.58949,9.3215245,-0.50745,6.19815,-20.9150755,-6.19045,3.51995,14.3326245,7.60095,1.34683
19.5,1.7479745,0.50945,94.6124,1.7479745,0.50945,94.6124,-14.4576255,-0.09495,136.609,23.5472245,5.93625,134.145,-16.2225555,-5.41745,87.1217,17.1680245,1.53195,83.0536,-15.7055255,-3.16425,50.2747,12.6528245,7.06665,45.6448,-11.7220455,-10.76625,9.70858,9.3340245,-0.75955,6.20879,-20.7349755,-6.29775,3.58253,14.3336245,7.35655,1.34362
20,1.8449545,0.45925,94.7102,1.8449545,0.45925,94.7102,-14.3082255,-0.20445,136.735,23.6610245,5.92965,134.25,-16.1214155,-5.44275,87.2267,17.2340245,1.54935,83.1448,-15.6596855,-3.10105,50.3785,12.6328245,6.76025,45.6871,-11.4767755,-10.61275,9.81658,9.3442245,-1.00565,6.21624,-20.5541755,-6.39055,3.64163,14.3381245,7.11835,1.3422
20.5,1.9397845,0.40845,94.8044,1.9397845,0.40845,94.8044,-14.1603355,-0.31345,136.855,23.7708245,5.92155,134.354,-16.0201455,-5.47095,87.3271,17.2984245,1.56495,83.233,-15.6147455,-3.04115,50.4773,12.6063245,6.45305,45.7255,-11.2339155,-10.44405,9.91654,9.3513245,-1.24785,6.2202,-20.3756755,-6.47075,3.69733,14.3451245,6.88455,1.34121
21,2.0325145,0.35765,94.8935,2.0325145,0.35765,94.8935,-14.0151755,-0.42005,136.968,23.8778245,5.91205,134.455,-15.9215455,-5.50075,87.4217,17.3612245,1.57635,83.317,-15.5698655,-2.98565,50.5692,12.5786245,6.14495,45.7619,-10.9905455,-10.25365,10.0059,9.3545245,-1.48655,6.2216,-20.1993755,-6.53575,3.75003,14.3531245,6.65405,1.34069
21.5,2.1229045,0.30615,94.9762,2.1229045,0.30615,94.9762,-13.8724055,-0.52815,137.073,23.9798245,5.90315,134.55,-15.8236855,-5.53305,87.5091,17.4235245,1.58475,83.3958,-15.5242355,-2.93525,50.6534,12.5491245,5.83565,45.7932,-10.7572155,-10.04125,10.0828,9.3565245,-1.72395,6.22191,-20.0351755,-6.57455,3.798,14.3663245,6.42425,1.34332
22,2.2116245,0.25435,95.0547,2.2116245,0.25435,95.0547,-13.7313055,-0.63655,137.173,24.0795245,5.89425,134.642,-15.7267855,-5.56685,87.5922,17.4853245,1.59055,83.4708,-15.4800555,-2.88635,50.7329,12.5186245,5.52605,45.8214,-10.5317255,-9.81715,10.1531,9.3561245,-1.96075,6.22034,-19.8779755,-6.59815,3.84307,14.3803245,6.19585,1.34662
22.5,2.2979345,0.20255,95.1253,2.2979345,0.20255,95.1253,-13.5942855,-0.74435,137.262,24.1752245,5.88535,134.725,-15.6322955,-5.60165,87.6663,17.5472245,1.59135,83.5396,-15.4349655,-2.84115,50.8029,12.4925245,5.21625,45.8475,-10.3190855,-9.56645,10.2088,9.3515245,-2.19925,6.21811,-19.7360755,-6.59155,3.88364,14.3957245,5.96475,1.35219
23,2.3819845,0.15065,95.1891,2.3819845,0.15065,95.1891,-13.4606455,-0.85445,137.343,24.2680245,5.87825,134.801,-15.5385155,-5.63755,87.7334,17.6090245,1.58895,83.6026,-15.3912355,-2.79605,50.8661,12.4698245,4.90845,45.8696,-10.1293455,-9.30205,10.254,9.3485245,-2.43955,6.21773,-19.6169755,-6.55025,3.91917,14.4133245,5.73115,1.36016
23.5,2.4643545,0.09885,95.2471,2.4643545,0.09885,95.2471,-13.3303055,-0.96405,137.417,24.3588245,5.87215,134.869,-15.4458455,-5.67465,87.7944,17.6713245,1.58295,83.6609,-15.3475055,-2.75155,50.9232,12.4526245,4.60105,45.8908,-9.9584355,-9.02325,10.2905,9.3432245,-2.68355,6.21684,-19.5150755,-6.48185,3.95041,14.4305245,5.49425,1.36876
24,2.5439945,0.04735,95.2973,2.5439945,0.04735,95.2973,-13.2046655,-1.07395,137.482,24.4448245,5.86615,134.927,-15.3551755,-5.71225,87.8459,17.7347245,1.57215,83.7133,-15.3032255,-2.70635,50.9708,12.4433245,4.29675,45.9108,-9.8144755,-8.72215,10.313,9.3384245,-2.93215,6.21869,-19.4389755,-6.37205,3.976,14.4475245,5.25135,1.3791
24.5,2.6213745,-0.00345,95.341,2.6213745,-0.00345,95.341,-13.0841455,-1.18355,137.538,24.5301245,5.86155,134.977,-15.2653155,-5.75015,87.8912,17.7982245,1.55805,83.7607,-15.2612155,-2.65825,51.013,12.4404245,3.99625,45.9295,-9.6998955,-8.41275,10.3273,9.3347245,-3.18305,6.22208,-19.3906755,-6.22485,3.99663,14.4629245,5.00595,1.38935
25,2.6962745,-0.05345,95.3779,2.6962745,-0.05345,95.3779,-12.9680055,-1.29215,137.586,24.6117245,5.85805,135.017,-15.1761755,-5.78985,87.928,17.8626245,1.54015,83.8028,-15.2194155,-2.60715,51.0475,12.4463245,3.69885,45.948,-9.6191755,-8.08765,10.331,9.3313245,-3.43945,6.22716,-19.3707755,-6.03495,4.01057,14.4768245,4.75485,1.39925
25.5,2.7681445,-0.10265,95.408,2.7681445,-0.10265,95.408,-12.8574055,-1.39925,137.626,24.6896245,5.85375,135.049,-15.0897055,-5.82935,87.9567,17.9283245,1.51785,83.8405,-15.1775955,-2.55155,51.0738,12.4599245,3.40665,45.9665,-9.5728455,-7.74745,10.3236,9.3297245,-3.69815,6.23436,-19.3800755,-5.79935,4.01797,14.4870245,4.50035,1.40857
26,2.8368445,-0.15015,95.4318,2.8368445,-0.15015,95.4318,-12.7540055,-1.50355,137.657,24.7661245,5.85045,135.072,-15.0041655,-5.86995,87.9783,17.9945245,1.49235,83.8738,-15.1391955,-2.49015,51.0952,12.4820245,3.12045,45.9852,-9.5651155,-7.39995,10.3078,9.3291245,-3.95875,6.24272,-19.4237755,-5.51925,4.01864,14.4941245,4.24365,1.41575
26.5,2.9020345,-0.19625,95.4493,2.9020345,-0.19625,95.4493,-12.6557755,-1.60475,137.681,24.8379245,5.84665,135.087,-14.9197055,-5.91185,87.9918,18.0603245,1.46285,83.9027,-15.1018355,-2.42095,51.1092,12.5110245,2.83965,46.0036,-9.5982555,-7.03875,10.2839,9.3305245,-4.22015,6.25207,-19.4972755,-5.19075,4.0115,14.4981245,3.98565,1.4209
27,2.9635445,-0.24095,95.4613,2.9635445,-0.24095,95.4613,-12.5639655,-1.70335,137.697,24.9065245,5.84135,135.097,-14.8388655,-5.95375,87.9985,18.1280245,1.43005,83.9284,-15.0658355,-2.34615,51.1173,12.5437245,2.56575,46.021,-9.6662655,-6.66705,10.2517,9.3311245,-4.48145,6.26111,-19.5980755,-4.81745,3.99708,14.4978245,3.72695,1.4242
27.5,3.0207545,-0.28365,95.4677,3.0207545,-0.28365,95.4677,-12.4800555,-1.79715,137.706,24.9711245,5.83605,135.099,-14.7594255,-5.99685,87.998,18.1953245,1.39335,83.9505,-15.0343555,-2.26215,51.1206,12.5843245,2.29885,46.0387,-9.7773255,-6.28925,10.2128,9.3340245,-4.74135,6.27069,-19.7325755,-4.39795,3.97424,14.4949245,3.46895,1.42458
28,3.0736045,-0.32435,95.4691,3.0736045,-0.32435,95.4691,-12.4018455,-1.88685,137.708,25.0314245,5.82895,135.097,-14.6826255,-6.04045,87.9912,18.2622245,1.35325,83.969,-15.0063655,-2.16865,51.1188,12.6262245,2.03865,46.0539,-9.9265855,-5.90015,10.1695,9.3365245,-4.99805,6.27855,-19.8907755,-3.93215,3.94379,14.4879245,3.21415,1.42155
28.5,3.1225245,-0.36355,95.4664,3.1225245,-0.36355,95.4664,-12.3295655,-1.97325,137.704,25.0875245,5.82025,135.091,-14.6098555,-6.08405,87.9791,18.3301245,1.30995,83.9849,-14.9808255,-2.06905,51.1132,12.6704245,1.78575,46.0675,-10.1062455,-5.50295,10.1208,9.3378245,-5.25205,6.28523,-20.0701755,-3.42875,3.90603,14.4797245,2.96055,1.41783
29,3.1656245,-0.40035,95.4587,3.1656245,-0.40035,95.4587,-12.2668655,-2.05355,137.693,25.1387245,5.80965,135.08,-14.5400555,-6.12785,87.9604,18.3971245,1.26235,83.9975,-14.9619355,-1.95815,51.1036,12.7163245,1.54175,46.0788,-10.3275655,-5.09955,10.0683,9.3391245,-5.50165,6.28995,-20.2774755,-2.87975,3.86013,14.4687245,2.71115,1.41118
29.5,3.2049645,-0.43535,95.448,3.2049645,-0.43535,95.448,-12.2080055,-2.13105,137.677,25.1859245,5.79745,135.068,-14.4741855,-6.17095,87.938,18.4634245,1.21185,84.0068,-14.9473255,-1.84015,51.0919,12.7607245,1.30485,46.0866,-10.5720655,-4.68635,10.0153,9.3389245,-5.74805,6.29316,-20.4938755,-2.29925,3.80858,14.4570245,2.46435,1.40342
30,3.2396645,-0.46895,95.4338,3.2396645,-0.46895,95.4338,-12.1557155,-2.20455,137.655,25.2283245,5.78265,135.055,-14.4123255,-6.21315,87.9114,18.5291245,1.15745,84.0135,-14.9365055,-1.71575,51.0774,12.8056245,1.07545,46.0912,-10.8436955,-4.26705,9.95965,9.3356245,-5.98945,6.29363,-20.7277755,-1.68655,3.75074,14.4460245,2.22085,1.39657
30.5,3.2682245,-0.50015,95.416,3.2682245,-0.50015,95.416,-12.1128255,-2.27315,137.627,25.2655245,5.76505,135.039,-14.3558555,-6.25365,87.88,18.5946245,1.09885,84.0166,-14.9347655,-1.58095,51.0614,12.8468245,0.85695,46.0913,-11.1449755,-3.84025,9.90411,9.3317245,-6.22795,6.2924,-20.9751755,-1.03635,3.68701,14.4346245,1.98015,1.38859
31,3.2941245,-0.53025,95.3959,3.2941245,-0.53025,95.3959,-12.0727955,-2.33955,137.595,25.3001245,5.74595,135.023,-14.3027355,-6.29225,87.8461,18.6580245,1.03655,84.0163,-14.9367955,-1.44175,51.0443,12.8878245,0.64435,46.0881,-11.4547555,-3.40535,9.84966,9.3245245,-6.46385,6.2897,-21.2221755,-0.37125,3.62116,14.4251245,1.74085,1.38231
31.5,3.3146245,-0.55895,95.3734,3.3146245,-0.55895,95.3734,-12.0401455,-2.40235,137.559,25.3296245,5.72345,135.007,-14.2549655,-6.32855,87.8097,18.7199245,0.97035,84.0129,-14.9450855,-1.29705,51.0263,12.9259245,0.44205,46.0803,-11.7836555,-2.96425,9.79604,9.3148245,-6.69705,6.28544,-21.4778755,0.32185,3.55205,14.4168245,1.50275,1.37771
