[Gait],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
氏名,周期,歩行率,立脚,%,遊脚,%,両足支持,%,ストライド,ステップ,歩隔,,,,,,,,,,,,,,,,,,,,,,,,,
5,-0.961985763,-0.7935685,87.7153,-0.961985763,-0.7935685,87.7153,-19.02661576,2.4454315,130.814,16.64338424,-4.7911685,126.567,-19.47611576,-1.5432685,76.9771,15.75008424,-1.1314685,77.8752,-14.91251576,-1.8923685,38.138,15.97818424,10.4195315,42.2834,-8.419835763,-18.4480685,4.4174,10.85294424,3.3388315,3.79094,-11.54691576,-8.6596685,0.319221,14.36248424,12.5071315,0.426439
5.5,-0.907365763,-0.7469685,87.6646,-0.907365763,-0.7469685,87.6646,-18.93401576,2.4691315,130.784,16.74258424,-4.7083685,126.489,-19.42171576,-1.4919685,76.9195,15.76678424,-1.0528685,77.8154,-14.88821576,-1.8314685,38.0762,15.98688424,10.5152315,42.2296,-8.426655763,-18.5617685,4.45675,10.83406424,3.2311315,3.77454,-11.54841576,-8.7839685,0.318635,14.34768424,12.3770315,0.434579
6,-0.850225763,-0.6997685,87.6155,-0.850225763,-0.6997685,87.6155,-18.83971576,2.4962315,130.755,16.84368424,-4.6247685,126.413,-19.36821576,-1.4414685,76.863,15.78708424,-0.9778685,77.7568,-14.86371576,-1.7663685,38.0165,16.00798424,10.6117315,42.1787,-8.433525763,-18.6746685,4.50021,10.82208424,3.1242315,3.76424,-11.54561576,-8.9089685,0.317594,14.33618424,12.2481315,0.441272
6.5,-0.789735763,-0.6500685,87.5712,-0.789735763,-0.6500685,87.5712,-18.74211576,2.5322315,130.727,16.94178424,-4.5359685,126.342,-19.31291576,-1.3921685,76.8088,15.81638424,-0.9097685,77.7057,-14.84561576,-1.6917685,37.9631,16.04738424,10.7094315,42.1345,-8.436745763,-18.7864685,4.5531,10.82253424,3.0181315,3.76634,-11.53941576,-9.0340685,0.315722,14.33128424,12.1211315,0.442096
7,-0.729585763,-0.6001685,87.5272,-0.729585763,-0.6001685,87.5272,-18.64521576,2.5688315,130.7,17.03908424,-4.4468685,126.272,-19.25801576,-1.3426685,76.7544,15.84568424,-0.8420685,77.6554,-14.82801576,-1.6158685,37.9096,16.08748424,10.8076315,42.0913,-8.439165763,-18.8979685,4.60637,10.82388424,2.9117315,3.76937,-11.53321576,-9.1593685,0.314141,14.32758424,11.9938315,0.442524
7.5,-0.667435763,-0.5502685,87.4845,-0.667435763,-0.5502685,87.4845,-18.54951576,2.6079315,130.673,17.13968424,-4.3570685,126.203,-19.20531576,-1.2944685,76.7015,15.87938424,-0.7764685,77.606,-14.81111576,-1.5345685,37.859,16.13958424,10.8972315,42.0477,-8.440405763,-19.0083685,4.66693,10.83013424,2.8061315,3.77452,-11.52041576,-9.2861685,0.312485,14.32588424,11.8687315,0.441184
8,-0.604105763,-0.4997685,87.4466,-0.604105763,-0.4997685,87.4466,-18.45001576,2.6524315,130.65,17.23608424,-4.2638685,126.14,-19.15361576,-1.2480685,76.6527,15.91998424,-0.7160685,77.5621,-14.80671576,-1.4462685,37.8147,16.20538424,10.9753315,42.0058,-8.439725763,-19.1179685,4.74017,10.84035424,2.7031315,3.7828,-11.50781576,-9.4135685,0.313331,14.32618424,11.7478315,0.434037
8.5,-0.540945763,-0.4491685,87.4092,-0.540945763,-0.4491685,87.4092,-18.35101576,2.6977315,130.628,17.33208424,-4.1705685,126.077,-19.10231576,-1.2016685,76.6045,15.96148424,-0.6561685,77.5191,-14.80421576,-1.3561685,37.7708,16.27198424,11.0534315,41.9647,-8.438595763,-19.2272685,4.81492,10.85095424,2.6003315,3.79199,-11.49581576,-9.5412685,0.3149,14.32848424,11.6274315,0.426818
9,-0.477595763,-0.3989685,87.3734,-0.477595763,-0.3989685,87.3734,-18.25611576,2.7439315,130.606,17.42918424,-4.0766685,126.017,-19.05251576,-1.1560685,76.5581,16.00698424,-0.5969685,77.4777,-14.80491576,-1.2574685,37.729,16.34568424,11.1137315,41.9207,-8.437095763,-19.3339685,4.90174,10.86252424,2.4967315,3.79826,-11.47921576,-9.6701685,0.317824,14.33088424,11.5082315,0.41792
9.5,-0.414545763,-0.3497685,87.3416,-0.414545763,-0.3497685,87.3416,-18.15791576,2.7923315,130.589,17.52268424,-3.9813685,125.961,-19.00451576,-1.1119685,76.5168,16.05608424,-0.5421685,77.4395,-14.82051576,-1.1502685,37.6919,16.42858424,11.1554315,41.8758,-8.437045763,-19.4381685,5.00525,10.87308424,2.3941315,3.80213,-11.46441576,-9.7997685,0.324762,14.33278424,11.3920315,0.405072
10,-0.351405763,-0.3003685,87.3105,-0.351405763,-0.3003685,87.3105,-18.05961576,2.8411315,130.572,17.61628424,-3.8862685,125.905,-18.95641576,-1.0680685,76.4764,16.10688424,-0.4879685,77.4021,-14.84001576,-1.0400685,37.6555,16.51168424,11.1953315,41.8312,-8.437345763,-19.5412685,5.11203,10.88339424,2.2918315,3.80651,-11.45081576,-9.9295685,0.332682,14.33588424,11.2764315,0.392003
10.5,-0.289985763,-0.2514685,87.2818,-0.289985763,-0.2514685,87.2818,-17.96701576,2.8895315,130.557,17.70698424,-3.7907685,125.853,-18.90721576,-1.0246685,76.4386,16.16068424,-0.4343685,77.3676,-14.86651576,-0.9148685,37.6205,16.59628424,11.2143315,41.7836,-8.440945763,-19.6380685,5.23712,10.89133424,2.1871315,3.80465,-11.43661576,-10.0587685,0.343403,14.33918424,11.1605315,0.378393
11,-0.229525763,-0.2038685,87.256,-0.229525763,-0.2038685,87.256,-17.87291576,2.9379315,130.545,17.79638424,-3.6953685,125.804,-18.85981576,-0.9820685,76.4052,16.21508424,-0.3853685,77.3344,-14.90611576,-0.7766685,37.5881,16.68578424,11.2145315,41.7351,-8.448435763,-19.7285685,5.38104,10.89763424,2.0810315,3.7992,-11.42301576,-10.1879685,0.357491,14.34178424,11.0454315,0.363539
11.5,-0.168895763,-0.1562685,87.2312,-0.168895763,-0.1562685,87.2312,-17.77801576,2.9863315,130.534,17.88548424,-3.6002685,125.756,-18.81091576,-0.9397685,76.3735,16.27178424,-0.3372685,77.3019,-14.95141576,-0.6331685,37.557,16.77478424,11.2105315,41.6863,-8.458055763,-19.8156685,5.5311,10.90306424,1.9750315,3.79332,-11.41141576,-10.3166685,0.372795,14.34408424,10.9307315,0.347988
12,-0.110825763,-0.1085685,87.2092,-0.110825763,-0.1085685,87.2092,-17.68781576,3.0334315,130.524,17.96968424,-3.5051685,125.712,-18.75901576,-0.8980685,76.3444,16.33018424,-0.2915685,77.273,-15.00761576,-0.4667685,37.5275,16.86058424,11.1913315,41.6373,-8.474115763,-19.8908685,5.70304,10.90589424,1.8664315,3.78198,-11.40151576,-10.4421685,0.391097,14.34798424,10.8149315,0.333387
12.5,-0.053855763,-0.0615685,87.1891,-0.053855763,-0.0615685,87.1891,-17.59941576,3.0800315,130.515,18.05518424,-3.4109685,125.669,-18.70821576,-0.8568685,76.3188,16.38758424,-0.2506685,77.2441,-15.07221576,-0.2826685,37.4995,16.94808424,11.1578315,41.5883,-8.495415763,-19.9546685,5.89372,10.90841424,1.7557315,3.76825,-11.39001576,-10.5663685,0.411349,14.35308424,10.6986315,0.32026
13,0.003164237,-0.0146685,87.1704,0.003164237,-0.0146685,87.1704,-17.50921576,3.1257315,130.506,18.13968424,-3.3170685,125.629,-18.65531576,-0.8160685,76.2948,16.44688424,-0.2117685,77.216,-15.14341576,-0.0897685,37.4736,17.03408424,11.1193315,41.5391,-8.520615763,-20.0112685,6.093,10.90950424,1.6445315,3.75315,-11.38061576,-10.6885685,0.433075,14.35648424,10.5817315,0.305928
13.5,0.057994237,0.0331315,87.1543,0.057994237,0.0331315,87.1543,-17.42271576,3.1706315,130.498,18.22028424,-3.2239685,125.591,-18.59861576,-0.7765685,76.2732,16.50728424,-0.1778685,77.1907,-15.22711576,0.1314315,37.4511,17.11578424,11.0756315,41.4935,-8.553015763,-20.0501685,6.31363,10.91121424,1.5324315,3.7364,-11.37211576,-10.8046685,0.457071,14.36298424,10.4650315,0.293789
14,0.111804237,0.0811315,87.1395,0.111804237,0.0811315,87.1395,-17.34051576,3.2150315,130.489,18.30388424,-3.1317685,125.555,-18.54221576,-0.7377685,76.254,16.56668424,-0.1483685,77.1653,-15.31431576,0.3728315,37.4305,17.19568424,11.0244315,41.4488,-8.591015763,-20.0735685,6.55046,10.91289424,1.4191315,3.71891,-11.36071576,-10.9176685,0.482481,14.37238424,10.3474315,0.284789
14.5,0.165374237,0.1289315,87.1259,0.165374237,0.1289315,87.1259,-17.25621576,3.2578315,130.479,18.38698424,-3.0401685,125.521,-18.48501576,-0.6997685,76.2358,16.62608424,-0.1223685,77.1404,-15.40701576,0.6263315,37.4132,17.27408424,10.9699315,41.4045,-8.633115763,-20.0848685,6.79653,10.91335424,1.3054315,3.69982,-11.35011576,-11.0259685,0.509782,14.37988424,10.2288315,0.274598
15,0.217784237,0.1781315,87.1143,0.217784237,0.1781315,87.1143,-17.17491576,3.3008315,130.468,18.46918424,-2.9500685,125.489,-18.42441576,-0.6637685,76.2195,16.68648424,-0.1029685,77.1161,-15.51051576,0.9070315,37.4018,17.34908424,10.9193315,41.3661,-8.681215763,-20.0751685,7.05861,10.91721424,1.1932315,3.68294,-11.33891576,-11.1261685,0.53949,14.39048424,10.1121315,0.266864
15.5,0.269204237,0.2282315,87.1038,0.269204237,0.2282315,87.1038,-17.09891576,3.3434315,130.456,18.55418424,-2.8604685,125.458,-18.36361576,-0.6291685,76.2044,16.74698424,-0.0867685,77.0927,-15.61421576,1.2071315,37.3934,17.41958424,10.8675315,41.3286,-8.734715763,-20.0478685,7.333,10.91992424,1.0816315,3.66631,-11.32551576,-11.2207685,0.571806,14.40408424,9.9948315,0.262365
16,0.320214237,0.2782315,87.0939,0.320214237,0.2782315,87.0939,-17.02211576,3.3843315,130.441,18.64098424,-2.7722685,125.429,-18.30441576,-0.5956685,76.1894,16.80508424,-0.0751685,77.069,-15.72011576,1.5194315,37.3901,17.48898424,10.8153315,41.2928,-8.790615763,-20.0049685,7.6142,10.92255424,0.9703315,3.6491,-11.31071576,-11.3073685,0.606892,14.41648424,9.8770315,0.257491
16.5,0.370604237,0.3294315,87.0849,0.370604237,0.3294315,87.0849,-16.94771576,3.4261315,130.425,18.72868424,-2.6860685,125.4,-18.24341576,-0.5645685,76.1756,16.86338424,-0.0695685,77.0438,-15.83131576,1.8512315,37.3939,17.55578424,10.7712315,41.2615,-8.850315763,-19.9414685,7.90316,10.92722424,0.8619315,3.63492,-11.29571576,-11.3839685,0.646779,14.42988424,9.7615315,0.254199
17,0.420224237,0.3817315,87.0769,0.420224237,0.3817315,87.0769,-16.87801576,3.4670315,130.407,18.81798424,-2.6003685,125.373,-18.18151576,-0.5353685,76.162,16.92318424,-0.0656685,77.0203,-15.94151576,2.1980315,37.4023,17.61778424,10.7301315,41.2312,-8.915015763,-19.8608685,8.19957,10.92971424,0.7558315,3.62154,-11.28051576,-11.4514685,0.691726,14.44498424,9.6463315,0.253045
17.5,0.469224237,0.4338315,87.0689,0.469224237,0.4338315,87.0689,-16.80941576,3.5070315,130.387,18.91098424,-2.5169685,125.346,-18.12361576,-0.5072685,76.1477,16.97938424,-0.0656685,76.9959,-16.04871576,2.5528315,37.4165,17.67758424,10.6908315,41.2027,-8.979415763,-19.7646685,8.49763,10.93274424,0.6505315,3.60913,-11.26431576,-11.5081685,0.741691,14.45918424,9.5315315,0.252609
18,0.517334237,0.4864315,87.0609,0.517334237,0.4864315,87.0609,-16.74291576,3.5472315,130.365,19.00438424,-2.4358685,125.318,-18.06571576,-0.4814685,76.1339,17.03388424,-0.0692685,76.9692,-16.15461576,2.9162315,37.4374,17.73548424,10.6586315,41.1753,-9.046115763,-19.6509685,8.79527,10.93370424,0.5479315,3.59792,-11.25051576,-11.5519685,0.800107,14.47138424,9.4178315,0.252312
18.5,0.565246237,0.5398315,87.0535,0.565246237,0.5398315,87.0535,-16.67861576,3.5860315,130.342,19.09778424,-2.3557685,125.292,-18.00651576,-0.4575685,76.1197,17.09108424,-0.0726685,76.9442,-16.25911576,3.2872315,37.4636,17.78978424,10.6306315,41.1488,-9.116715763,-19.5232685,9.09468,10.93244424,0.4481315,3.58778,-11.23881576,-11.5830685,0.865699,14.48288424,9.3051315,0.252539
19,0.611920237,0.5928315,87.0458,0.611920237,0.5928315,87.0458,-16.61851576,3.6244315,130.317,19.19368424,-2.2788685,125.265,-17.95151576,-0.4339685,76.1042,17.14468424,-0.0783685,76.9179,-16.35401576,3.6588315,37.4952,17.84008424,10.6055315,41.123,-9.185115763,-19.3822685,9.3887,10.93096424,0.3492315,3.57957,-11.23131576,-11.5996685,0.940685,14.49408424,9.1933315,0.254711
19.5,0.657195237,0.6454315,87.0375,0.657195237,0.6454315,87.0375,-16.55911576,3.6616315,130.291,19.28768424,-2.2044685,125.237,-17.89801576,-0.4119685,76.0889,17.19498424,-0.0840685,76.8902,-16.44271576,4.0292315,37.5312,17.88848424,10.5834315,41.0952,-9.254715763,-19.2281685,9.67586,10.92395424,0.2514315,3.57031,-11.22931576,-11.5996685,1.02622,14.50058424,9.0808315,0.255572
20,0.702839237,0.6981315,87.0296,0.702839237,0.6981315,87.0296,-16.49861576,3.6968315,130.265,19.37958424,-2.1319685,125.21,-17.84321576,-0.3910685,76.0731,17.24798424,-0.0883685,76.8634,-16.52861576,4.3992315,37.5719,17.93528424,10.5644315,41.0681,-9.326815763,-19.0642685,9.95855,10.91607424,0.1552315,3.56236,-11.23201576,-11.5831685,1.11973,14.50408424,8.9699315,0.255663
20.5,0.746655237,0.7502315,87.021,0.746655237,0.7502315,87.021,-16.44491576,3.7312315,130.239,19.46998424,-2.0634685,125.181,-17.79031576,-0.3694685,76.0559,17.29928424,-0.0920685,76.8358,-16.59961576,4.7617315,37.6161,17.97648424,10.5484315,41.0397,-9.396715763,-18.8898685,10.2284,10.90653424,0.0598315,3.55637,-11.24651576,-11.5470685,1.22637,14.50868424,8.8595315,0.25878
21,0.788863237,0.8013315,87.012,0.788863237,0.8013315,87.012,-16.39021576,3.7630315,130.213,19.55568424,-1.9979685,125.153,-17.74001576,-0.3483685,76.0386,17.34688424,-0.0930685,76.8085,-16.66181576,5.1172315,37.662,18.01608424,10.5317315,41.0083,-9.466415763,-18.7059685,10.4868,10.89134424,-0.0366685,3.54843,-11.26831576,-11.4908685,1.34233,14.50758424,8.7477315,0.259757
21.5,0.831415237,0.8518315,87.0029,0.831415237,0.8518315,87.0029,-16.33251576,3.7924315,130.187,19.63678424,-1.9352685,125.123,-17.68871576,-0.3269685,76.0213,17.39598424,-0.0919685,76.7808,-16.71781576,5.4657315,37.7106,18.05518424,10.5160315,40.9771,-9.536815763,-18.5147685,10.7331,10.87750424,-0.1334685,3.5423,-11.29821576,-11.4131685,1.4654,14.50288424,8.6373315,0.259838
22,0.872275237,0.9015315,86.9934,0.872275237,0.9015315,86.9934,-16.28061576,3.8195315,130.163,19.71168424,-1.8767685,125.094,-17.63641576,-0.3044685,76.0031,17.44578424,-0.0878685,76.7534,-16.75851576,5.8030315,37.7602,18.08878424,10.5032315,40.9433,-9.606115763,-18.3151685,10.9616,10.86160424,-0.2299685,3.53737,-11.34391576,-11.3112685,1.60039,14.50018424,8.5267315,0.262809
22.5,0.911784237,0.9500315,86.9836,0.911784237,0.9500315,86.9836,-16.22741576,3.8430315,130.139,19.78048424,-1.8218685,125.065,-17.58701576,-0.2811685,75.9846,17.49358424,-0.0799685,76.7277,-16.78931576,6.1309315,37.8095,18.12138424,10.4881315,40.9078,-9.673115763,-18.1070685,11.1743,10.84375424,-0.3290685,3.53165,-11.39691576,-11.1858685,1.74012,14.49358424,8.4158315,0.264182
23,0.950889237,0.9975315,86.9735,0.950889237,0.9975315,86.9735,-16.17131576,3.8637315,130.117,19.84158424,-1.7704685,125.035,-17.53741576,-0.2561685,75.967,17.54088424,-0.0700685,76.7011,-16.81031576,6.4491315,37.8585,18.15358424,10.4729315,40.872,-9.739415763,-17.8913685,11.3672,10.82863424,-0.4301685,3.52786,-11.46111576,-11.0342685,1.88352,14.48468424,8.3055315,0.265334
23.5,0.989100237,1.0441315,86.9633,0.989100237,1.0441315,86.9633,-16.11751576,3.8807315,130.096,19.89478424,-1.7232685,125.006,-17.48571576,-0.2302685,75.9492,17.59068424,-0.0561685,76.6755,-16.81961576,6.7562315,37.9072,18.18198424,10.4606315,40.834,-9.804315763,-17.6663685,11.5382,10.81407424,-0.5310685,3.52522,-11.53831576,-10.8538685,2.03205,14.47768424,8.1949315,0.268283
24,1.026486237,1.0896315,86.953,1.026486237,1.0896315,86.953,-16.06381576,3.8934315,130.077,19.94178424,-1.6800685,124.978,-17.43681576,-0.2024685,75.9312,17.64118424,-0.0389685,76.6523,-16.81901576,7.0550315,37.9543,18.20988424,10.4463315,40.7963,-9.865215763,-17.4316685,11.6893,10.80271424,-0.6352685,3.5239,-11.62101576,-10.6475685,2.17767,14.47028424,8.0858315,0.271149
24.5,1.062369237,1.1340315,86.9422,1.062369237,1.1340315,86.9422,-16.00931576,3.9028315,130.058,19.98008424,-1.6409685,124.95,-17.38881576,-0.1730685,75.9148,17.68918424,-0.0202685,76.6284,-16.80731576,7.3452315,37.9991,18.23708424,10.4327315,40.7581,-9.923415763,-17.1865685,11.8151,10.79368424,-0.7416685,3.52366,-11.71451576,-10.4130685,2.32185,14.46298424,7.9764315,0.274506
25,1.098299237,1.1777315,86.9314,1.098299237,1.1777315,86.9314,-15.95361576,3.9079315,130.041,20.01188424,-1.6056685,124.924,-17.34001576,-0.1427685,75.8988,17.74028424,0.0017315,76.606,-16.78981576,7.6262315,38.0429,18.26248424,10.4216315,40.7194,-9.978615763,-16.9291685,11.9148,10.78955424,-0.8480685,3.52543,-11.81321576,-10.1460685,2.46006,14.45628424,7.8677315,0.278193
25.5,1.133640237,1.2204315,86.9206,1.133640237,1.2204315,86.9206,-15.90091576,3.9086315,130.024,20.03908424,-1.5743685,124.898,-17.29401576,-0.1102685,75.8829,17.79418424,0.0253315,76.5854,-16.76321576,7.9017315,38.0851,18.28768424,10.4103315,40.6827,-10.02881576,-16.6595685,11.9912,10.79233424,-0.9566685,3.5299,-11.91351576,-9.8534685,2.5873,14.45328424,7.7612315,0.283487
26,1.166750237,1.2619315,86.9093,1.166750237,1.2619315,86.9093,-15.84971576,3.9056315,130.008,20.05958424,-1.5474685,124.874,-17.25091576,-0.0772685,75.8688,17.84408424,0.0500315,76.5653,-16.72731576,8.1709315,38.1245,18.31148424,10.4006315,40.6456,-10.07441576,-16.3764685,12.0396,10.79580424,-1.0670685,3.53445,-12.02011576,-9.5325685,2.70669,14.45098424,7.6542315,0.289139
26.5,1.200210237,1.3028315,86.8977,1.200210237,1.3028315,86.8977,-15.79681576,3.8985315,129.992,20.07688424,-1.5236685,124.852,-17.20921576,-0.0432685,75.8557,17.89668424,0.0765315,76.5466,-16.69121576,8.4326315,38.1627,18.33528424,10.3925315,40.6102,-10.11521576,-16.0779685,12.0581,10.80714424,-1.1773685,3.54169,-12.12281576,-9.1786685,2.80877,14.44848424,7.5488315,0.294119
27,1.232797237,1.3427315,86.8859,1.232797237,1.3427315,86.8859,-15.75011576,3.8876315,129.977,20.09248424,-1.5037685,124.831,-17.17041576,-0.0077685,75.8426,17.95148424,0.1025315,76.5286,-16.64801576,8.6908315,38.2,18.35768424,10.3858315,40.5767,-10.15041576,-15.7655685,12.0528,10.82532424,-1.2877685,3.55125,-12.22161576,-8.8028685,2.8949,14.45138424,7.4446315,0.301462
27.5,1.263073237,1.3815315,86.8739,1.263073237,1.3815315,86.8739,-15.70601576,3.8730315,129.961,20.10528424,-1.4877685,124.811,-17.13671576,0.0270315,75.8314,18.00238424,0.1295315,76.5124,-16.59971576,8.9443315,38.2352,18.37828424,10.3807315,40.5437,-10.17961576,-15.4384685,12.0199,10.84270424,-1.3993685,3.56031,-12.31961576,-8.4009685,2.96671,14.45338424,7.3402315,0.308245
28,1.292987237,1.4198315,86.8612,1.292987237,1.4198315,86.8612,-15.66361576,3.8551315,129.945,20.11828424,-1.4742685,124.793,-17.10601576,0.0631315,75.8214,18.05438424,0.1569315,76.4977,-16.55411576,9.1904315,38.269,18.39918424,10.3758315,40.5135,-10.20421576,-15.0946685,11.9555,10.86658424,-1.5106685,3.57151,-12.40741576,-7.9696685,3.01426,14.45538424,7.2373315,0.314075
28.5,1.321559237,1.4567315,86.848,1.321559237,1.4567315,86.848,-15.62871576,3.8346315,129.929,20.13248424,-1.4645685,124.775,-17.07811576,0.0995315,75.8113,18.10608424,0.1825315,76.4826,-16.50421576,9.4322315,38.3026,18.41678424,10.3724315,40.4839,-10.22261576,-14.7386685,11.8697,10.89395424,-1.6202685,3.58333,-12.48581576,-7.5225685,3.04566,14.46128424,7.1335315,0.321665
29,1.348214237,1.4927315,86.8349,1.348214237,1.4927315,86.8349,-15.59711576,3.8109315,129.912,20.14738424,-1.4575685,124.76,-17.05631576,0.1349315,75.8028,18.15548424,0.2089315,76.4703,-16.45431576,9.6688315,38.3352,18.43258424,10.3691315,40.456,-10.23511576,-14.3694685,11.7597,10.92008424,-1.7304685,3.59458,-12.55601576,-7.0543685,3.05799,14.46398424,7.0299315,0.327927
29.5,1.373063237,1.5278315,86.8208,1.373063237,1.5278315,86.8208,-15.57231576,3.7848315,129.894,20.16418424,-1.4527685,124.745,-17.03731576,0.1713315,75.7948,18.20328424,0.2354315,76.4594,-16.40581576,9.8974315,38.3658,18.44738424,10.3649315,40.4302,-10.24541576,-13.9858685,11.6217,10.94643424,-1.8402685,3.60588,-12.61501576,-6.5640685,3.04732,14.46718424,6.9260315,0.333226
