[Gait],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
氏名,周期,歩行率,立脚,%,遊脚,%,両足支持,%,ストライド,ステップ,歩隔,,,,,,,,,,,,,,,,,,,,,,,,,
5.5,0.27963045,-0.67891,94.9859,0.27963045,-0.67891,94.9859,-22.97809955,6.51739,134.037,18.87520045,-0.16121,136.32,-15.64509955,-4.20701,84.3802,18.96880045,0.29529,86.1519,-11.44559955,-18.93931,48.2521,15.43884045,12.86699,49.115,-6.71509955,-44.18373,15.6087,13.62268045,18.24349,8.66155,-7.45019955,-38.62678,3.18799,15.34874045,29.41669,3.89881
6,0.32700045,-0.59361,95.0187,0.32700045,-0.59361,95.0187,-22.91369955,6.55229,134.072,18.94510045,-0.03901,136.358,-15.58989955,-4.07021,84.3827,19.01260045,0.45869,86.2264,-11.40999955,-18.56891,48.1629,15.44742045,12.95079,49.1534,-6.76439955,-44.2975,15.917,13.61892045,17.73509,8.62414,-7.44179955,-39.25676,3.24826,15.36525045,28.82749,3.72392
6.5,0.37387045,-0.50741,95.0538,0.37387045,-0.50741,95.0538,-22.84989955,6.58969,134.109,19.01440045,0.08269,136.401,-15.53589955,-3.93371,84.3864,19.05770045,0.61449,86.3032,-11.37719955,-18.17611,48.065,15.45888045,13.02609,49.194,-6.82219955,-44.38339,16.2339,13.61231045,17.21869,8.58574,-7.43649955,-39.87857,3.32908,15.38862045,28.23369,3.5636
7,0.42019045,-0.41961,95.0923,0.42019045,-0.41961,95.0923,-22.78689955,6.63109,134.149,19.08330045,0.20499,136.453,-15.48279955,-3.79841,84.3923,19.10510045,0.75919,86.3825,-11.35079955,-17.74641,47.9511,15.47464045,13.08619,49.2353,-6.89479955,-44.42471,16.564,13.60871045,16.69199,8.55429,-7.43799955,-40.49162,3.44252,15.42182045,27.63449,3.42786
7.5,0.46701045,-0.33021,95.136,0.46701045,-0.33021,95.136,-22.72639955,6.67769,134.195,19.15380045,0.32909,136.519,-15.43039955,-3.66641,84.3998,19.16090045,0.87989,86.465,-11.33489955,-17.24661,47.8079,15.49959045,13.11109,49.2774,-6.98899955,-44.37952,16.9211,13.60780045,16.14289,8.52801,-7.44959955,-41.0756,3.62359,15.47239045,27.02399,3.33576
8,0.51342045,-0.24101,95.1802,0.51342045,-0.24101,95.1802,-22.66599955,6.72509,134.241,19.22400045,0.45269,136.587,-15.37779955,-3.53631,84.4069,19.21660045,0.99519,86.5475,-11.32039955,-16.73371,47.6603,15.52535045,13.12749,49.3189,-7.08919955,-44.31366,17.2856,13.60411045,15.58819,8.50037,-7.46349955,-41.64642,3.82124,15.52478045,26.41069,3.25016
8.5,0.55865045,-0.15261,95.2256,0.55865045,-0.15261,95.2256,-22.60879955,6.77399,134.289,19.29340045,0.57619,136.662,-15.32369955,-3.41431,84.4124,19.27360045,1.09379,86.6299,-11.31359955,-16.16851,47.4909,15.55501045,13.10699,49.3547,-7.20459955,-44.17769,17.6749,13.60146045,15.01609,8.47725,-7.48889955,-42.17411,4.08288,15.58348045,25.78709,3.18797
9,0.60456045,-0.06631,95.2713,0.60456045,-0.06631,95.2713,-22.55439955,6.82239,134.337,19.36400045,0.69939,136.741,-15.26609955,-3.30111,84.4147,19.33660045,1.17389,86.711,-11.31199955,-15.55541,47.3053,15.58709045,13.04739,49.3839,-7.33139955,-43.97227,18.0898,13.59931045,14.42539,8.456,-7.52319955,-42.64442,4.40747,15.64636045,25.15259,3.14647
9.5,0.64983045,0.01909,95.3165,0.64983045,0.01909,95.3165,-22.50049955,6.87029,134.385,19.43410045,0.82209,136.819,-15.20749955,-3.19121,84.4158,19.39750045,1.24909,86.791,-11.31119955,-14.93161,47.1173,15.61949045,12.97659,49.4105,-7.46149955,-43.74792,18.5111,13.59580045,13.83079,8.43469,-7.55959955,-43.09379,4.74681,15.70770045,24.51589,3.10717
10,0.69381045,0.10029,95.3599,0.69381045,0.10029,95.3599,-22.45199955,6.91419,134.431,19.50250045,0.94359,136.897,-15.14479955,-3.09581,84.4111,19.45670045,1.30699,86.869,-11.31319955,-14.25831,46.9166,15.65356045,12.85409,49.4263,-7.59149955,-43.45098,18.958,13.59265045,13.21779,8.41471,-7.60669955,-43.45075,5.15534,15.76574045,23.86599,3.07911
10.5,0.73764045,0.17779,95.4014,0.73764045,0.17779,95.4014,-22.40619955,6.95479,134.475,19.57020045,1.06329,136.971,-15.07709955,-3.01111,84.4025,19.51570045,1.35159,86.9444,-11.31609955,-13.55601,46.7143,15.68679045,12.69529,49.4331,-7.72269955,-43.10232,19.4219,13.59117045,12.59349,8.39914,-7.65999955,-43.72995,5.60458,15.81851045,23.20799,3.05817
11,0.78073045,0.25319,95.4417,0.78073045,0.25319,95.4417,-22.36169955,6.99289,134.518,19.63700045,1.18209,137.044,-15.00819955,-2.93151,84.3922,19.57120045,1.39069,87.0185,-11.31879955,-12.84321,46.5127,15.72083045,12.52069,49.4364,-7.85059955,-42.73471,19.89,13.58938045,11.96569,8.38336,-7.71479955,-43.97179,6.06657,15.86752045,22.54749,3.03665
11.5,0.82139045,0.32209,95.4792,0.82139045,0.32209,95.4792,-22.32339955,7.02329,134.557,19.69910045,1.29779,137.111,-14.93509955,-2.86881,84.376,19.61890045,1.41289,87.09,-11.31829955,-12.09431,46.3179,15.75359045,12.29309,49.4281,-7.96179955,-42.30605,20.3721,13.58854045,11.32519,8.37036,-7.77579955,-44.07809,6.57334,15.90461045,21.87539,3.01706
12,0.86118045,0.38729,95.5153,0.86118045,0.38729,95.5153,-22.28829955,7.04999,134.593,19.75950045,1.41089,137.171,-14.85929955,-2.81501,84.3593,19.66230045,1.42559,87.1598,-11.31569955,-11.33231,46.133,15.78598045,12.03919,49.4136,-8.06479955,-41.84531,20.8577,13.59195045,10.68059,8.36422,-7.83899955,-44.10433,7.08986,15.93419045,21.19909,2.99921
12.5,0.89990045,0.44889,95.5502,0.89990045,0.44889,95.5502,-22.25529955,7.07209,134.628,19.81750045,1.52199,137.229,-14.78289955,-2.76801,84.3415,19.70130045,1.42989,87.2284,-11.31129955,-10.56021,45.9581,15.81966045,11.76399,49.396,-8.15559955,-41.36313,21.3414,13.59610045,10.03269,8.35787,-7.90259955,-44.06155,7.6107,15.95840045,20.51999,2.98033
13,0.93434045,0.50369,95.5838,0.93434045,0.50369,95.5838,-22.22809955,7.08689,134.658,19.86760045,1.62779,137.279,-14.70639955,-2.73521,84.3233,19.72650045,1.41719,87.2949,-11.30079955,-9.76891,45.8085,15.85071045,11.44809,49.3713,-8.22119955,-40.83563,21.8203,13.60143045,9.37999,8.35703,-7.96689955,-43.86873,8.13556,15.96926045,19.83469,2.96122
13.5,0.96782045,0.55549,95.6174,0.96782045,0.55549,95.6174,-22.20389955,7.09909,134.687,19.91560045,1.73049,137.326,-14.63079955,-2.70751,84.3085,19.74860045,1.39749,87.3609,-11.28749955,-8.97341,45.6738,15.88292045,11.11649,49.3451,-8.27369955,-40.29151,22.2916,13.61125045,8.72619,8.36147,-8.03129955,-43.60901,8.65006,15.97621045,19.14739,2.94392
14,0.99906045,0.60259,95.6516,0.99906045,0.60259,95.6516,-22.18269955,7.10639,134.714,19.95840045,1.82919,137.369,-14.55779955,-2.68641,84.2972,19.76540045,1.36429,87.4255,-11.27139955,-8.17261,45.5642,15.91589045,10.76409,49.3181,-8.30909955,-39.72269,22.7481,13.62312045,8.07039,8.36786,-8.09389955,-43.24747,9.14556,15.97828045,18.45869,2.92774
14.5,1.02550045,0.64429,95.6871,1.02550045,0.64429,95.6871,-22.16599955,7.10979,134.74,19.99260045,1.92139,137.408,-14.49039955,-2.67321,84.2931,19.76990045,1.31509,87.4887,-11.24999955,-7.36601,45.4877,15.94798045,10.38839,49.2909,-8.32079955,-39.12339,23.1833,13.63620045,7.41379,8.37867,-8.15449955,-42.75883,9.61345,15.97298045,17.76869,2.91315
15,1.05107045,0.68379,95.7241,1.05107045,0.68379,95.7241,-22.15159955,7.11179,134.764,20.02410045,2.01029,137.448,-14.42669955,-2.66231,84.2948,19.77440045,1.25939,87.5517,-11.22639955,-6.55881,45.4286,15.98162045,10.00359,49.2653,-8.31899955,-38.51324,23.6035,13.65225045,6.75589,8.39165,-8.21439955,-42.21261,10.061,15.96792045,17.07769,2.90179
15.5,1.07297045,0.71849,95.7643,1.07297045,0.71849,95.7643,-22.14029955,7.11139,134.789,20.04810045,2.09249,137.487,-14.37109955,-2.65421,84.308,19.77520045,1.18499,87.6123,-11.20099955,-5.75291,45.4062,16.01561045,9.60439,49.2428,-8.30499955,-37.87401,23.9937,13.67052045,6.09619,8.40784,-8.27209955,-41.55601,10.4645,15.96221045,16.38739,2.89394
16,1.09123045,0.74959,95.8075,1.09123045,0.74959,95.8075,-22.13179955,7.11009,134.813,20.06470045,2.16819,137.527,-14.32459955,-2.64841,84.3326,19.77120045,1.09689,87.6714,-11.17239955,-4.94761,45.4143,16.05041045,9.19409,49.2242,-8.27329955,-37.21361,24.3536,13.68946045,5.43479,8.42437,-8.32809955,-40.80931,10.8297,15.95656045,15.69759,2.8891
16.5,1.10852045,0.77919,95.8534,1.10852045,0.77919,95.8534,-22.12489955,7.10889,134.838,20.07770045,2.24049,137.571,-14.28349955,-2.64251,84.3653,19.77070045,1.00209,87.7297,-11.14289955,-4.14431,45.4411,16.08617045,8.77879,49.2084,-8.23299955,-36.54151,24.6935,13.70975045,4.77099,8.44071,-8.38369955,-40.01294,11.169,15.95340045,15.00749,2.88769
17,1.12224045,0.80469,95.904,1.12224045,0.80469,95.904,-22.12009955,7.10859,134.865,20.08310045,2.30399,137.618,-14.25439955,-2.63451,84.4152,19.77230045,0.88639,87.7838,-11.11439955,-3.34661,45.5061,16.12300045,8.35439,49.198,-8.19049955,-35.83521,24.9915,13.73169045,4.10299,8.45842,-8.43959955,-39.1238,11.4525,15.95578045,14.31859,2.89033
17.5,1.13386045,0.82799,95.9579,1.13386045,0.82799,95.9579,-22.11629955,7.10899,134.892,20.08260045,2.36219,137.67,-14.23459955,-2.62521,84.4766,19.77650045,0.76039,87.8357,-11.08459955,-2.55181,45.5941,16.16070045,7.92409,49.1917,-8.13779955,-35.11211,25.2574,13.75351045,3.43109,8.47255,-8.49509955,-38.17873,11.7021,15.96181045,13.62989,2.8949
18,1.14426045,0.85009,96.015,1.14426045,0.85009,96.015,-22.11349955,7.11079,134.92,20.07790045,2.41609,137.728,-14.22129955,-2.61321,84.5479,19.78680045,0.62669,87.885,-11.05539955,-1.76161,45.7009,16.19810045,7.48999,49.1874,-8.08419955,-34.37131,25.4969,13.77498045,2.75499,8.48524,-8.55179955,-37.19181,11.9213,15.97096045,12.94089,2.90113
18.5,1.15301045,0.86929,96.0757,1.15301045,0.86929,96.0757,-22.11169955,7.11509,134.95,20.06790045,2.46179,137.792,-14.21869955,-2.59681,84.6353,19.80620045,0.47689,87.9292,-11.02889955,-0.97871,45.8363,16.23840045,7.04769,49.1872,-8.03509955,-33.59771,25.6927,13.79863045,2.07259,8.49651,-8.61189955,-36.14571,12.0927,15.98798045,12.25169,2.90936
19,1.16040045,0.88689,96.139,1.16040045,0.88689,96.139,-22.10939955,7.12029,134.98,20.05250045,2.50319,137.863,-14.22379955,-2.57671,84.7324,19.83190045,0.31859,87.9693,-11.00339955,-0.20131,45.9892,16.27760045,6.59899,49.1883,-7.98449955,-32.80421,25.8527,13.82102045,1.38469,8.50274,-8.67289955,-35.06301,12.2333,16.00806045,11.56199,2.91678
19.5,1.16688045,0.90349,96.2037,1.16688045,0.90349,96.2037,-22.10749955,7.12769,135.011,20.03380045,2.53979,137.94,-14.23379955,-2.55251,84.8371,19.86320045,0.15379,88.0055,-10.97889955,0.56989,46.155,16.31680045,6.14489,49.1894,-7.93679955,-31.99141,25.9838,13.84257045,0.69239,8.50695,-8.73649955,-33.95471,12.3478,16.03035045,10.87139,2.92317
20,1.17363045,0.91779,96.2701,1.17363045,0.91779,96.2701,-22.10579955,7.13659,135.042,20.01210045,2.56989,138.021,-14.25029955,-2.52381,84.9526,19.90690045,-0.01991,88.0364,-10.95699955,1.33189,46.3389,16.35870045,5.68099,49.1909,-7.89359955,-31.15251,26.0734,13.86614045,-0.00611,8.50881,-8.80409955,-32.81271,12.4259,16.05798045,10.17859,2.92942
20.5,1.17908045,0.93069,96.3367,1.17908045,0.93069,96.3367,-22.10329955,7.14569,135.073,19.98640045,2.59709,138.109,-14.27039955,-2.49091,85.0729,19.95440045,-0.20001,88.0621,-10.93789955,2.08489,46.5337,16.39830045,5.20829,49.19,-7.85659955,-30.29071,26.1267,13.88828045,-0.70911,8.5078,-8.87249955,-31.64851,12.4765,16.08515045,9.48499,2.93198
21,1.18435045,0.94209,96.4022,1.18435045,0.94209,96.4022,-22.10109955,7.15659,135.102,19.95830045,2.61909,138.199,-14.29289955,-2.45421,85.197,20.00630045,-0.38381,88.0832,-10.91919955,2.82789,46.7365,16.43860045,4.72719,49.1865,-7.81739955,-29.41311,26.1442,13.91007045,-1.41481,8.50478,-8.94319955,-30.46711,12.5018,16.11240045,8.78939,2.9328
21.5,1.19008045,0.95139,96.4671,1.19008045,0.95139,96.4671,-22.09889955,7.16719,135.13,19.92840045,2.63669,138.293,-14.31749955,-2.41381,85.3251,20.06660045,-0.57131,88.0993,-10.90339955,3.55809,46.9497,16.48000045,4.23479,49.1803,-7.78199955,-28.51531,26.1229,13.93239045,-2.12451,8.50043,-9.01569955,-29.26551,12.4971,16.14050045,8.09129,2.93213
22,1.19437045,0.95929,96.5294,1.19437045,0.95929,96.5294,-22.09669955,7.17679,135.155,19.89650045,2.65229,138.388,-14.34209955,-2.37011,85.4531,20.12450045,-0.76241,88.1107,-10.89029955,4.27599,47.1676,16.51940045,3.73349,49.1703,-7.75309955,-27.59811,26.0682,13.95348045,-2.83571,8.49684,-9.08709955,-28.05031,12.4672,16.16570045,7.39219,2.92809
22.5,1.19860045,0.96469,96.5881,1.19860045,0.96469,96.5881,-22.09539955,7.18669,135.177,19.86260045,2.66259,138.483,-14.36629955,-2.32401,85.5796,20.18360045,-0.95421,88.1171,-10.87779955,4.97509,47.3909,16.55940045,3.22129,49.155,-7.71329955,-26.67041,25.966,13.97386045,-3.54651,8.49178,-9.15749955,-26.81771,12.406,16.18750045,6.69089,2.92307
23,1.20220045,0.96809,96.6439,1.20220045,0.96809,96.6439,-22.09479955,7.19499,135.197,19.82800045,2.67049,138.577,-14.38989955,-2.27611,85.7047,20.24200045,-1.14711,88.1198,-10.86779955,5.65809,47.6188,16.59920045,2.70019,49.1367,-7.67589955,-25.72861,25.8308,13.99314045,-4.25761,8.488,-9.22579955,-25.57091,12.3178,16.20710045,5.98829,2.91714
23.5,1.20432045,0.96969,96.6954,1.20432045,0.96969,96.6954,-22.09549955,7.20159,135.211,19.79310045,2.67669,138.667,-14.41199955,-2.22651,85.8264,20.29380045,-1.34151,88.119,-10.86059955,6.32449,47.8487,16.63820045,2.17219,49.1154,-7.63889955,-24.77391,25.6612,14.01110045,-4.96731,8.48689,-9.28989955,-24.31121,12.2025,16.22410045,5.28489,2.91104
24,1.20524045,0.96809,96.7417,1.20524045,0.96809,96.7417,-22.09799955,7.20649,135.221,19.75610045,2.67839,138.755,-14.43199955,-2.17661,85.9424,20.34020045,-1.53481,88.114,-10.85409955,6.96289,48.0815,16.67630045,1.63569,49.0889,-7.58819955,-23.81311,25.4421,14.02645045,-5.67401,8.48543,-9.34799955,-23.03091,12.0517,16.23570045,4.58079,2.90531
24.5,1.20446045,0.96429,96.7835,1.20446045,0.96429,96.7835,-22.10259955,7.20939,135.227,19.71960045,2.67839,138.839,-14.45119955,-2.12671,86.0541,20.37890045,-1.72861,88.1063,-10.85029955,7.58039,48.3158,16.71440045,1.09449,49.0613,-7.53599955,-22.84201,25.1889,14.03931045,-6.37801,8.48691,-9.39979955,-21.73501,11.8711,16.24550045,3.87679,2.90097
25,1.20204045,0.95829,96.8205,1.20204045,0.95829,96.8205,-22.10939955,7.20989,135.228,19.68340045,2.67669,138.916,-14.46939955,-2.07751,86.1609,20.40960045,-1.92161,88.0963,-10.84899955,8.17609,48.5506,16.75230045,0.55019,49.0326,-7.47959955,-21.86381,24.9027,14.04995045,-7.07951,8.49067,-9.44469955,-20.42371,11.6632,16.25390045,3.17289,2.89877
25.5,1.19710045,0.94929,96.8525,1.19710045,0.94929,96.8525,-22.11819955,7.20819,135.226,19.64540045,2.67219,138.989,-14.48669955,-2.02941,86.2616,20.43000045,-2.11461,88.0835,-10.84959955,8.74169,48.7858,16.78790045,0.00359,49.0018,-7.41379955,-20.87901,24.5756,14.05601045,-7.77771,8.49434,-9.48079955,-19.09071,11.4236,16.25910045,2.47029,2.89801
26,1.19005045,0.93759,96.8789,1.19005045,0.93759,96.8789,-22.13059955,7.20419,135.218,19.60880045,2.66559,139.054,-14.50429955,-1.98371,86.3566,20.44070045,-2.30671,88.0685,-10.85259955,9.27969,49.0199,16.82450045,-0.54291,48.9729,-7.34179955,-19.88641,24.2109,14.05812045,-8.47231,8.50026,-9.50709955,-17.73761,11.1521,16.26500045,1.76879,2.90065
26.5,1.18100045,0.92359,96.9009,1.18100045,0.92359,96.9009,-22.14509955,7.19719,135.206,19.57280045,2.65789,139.112,-14.52259955,-1.94061,86.4468,20.44380045,-2.49721,88.0519,-10.85819955,9.79179,49.2521,16.86000045,-1.08861,48.9451,-7.26849955,-18.88541,23.8184,14.05646045,-9.16571,8.50654,-9.52559955,-16.36651,10.8581,16.27130045,1.06869,2.9052
27,1.16933045,0.90729,96.9189,1.16933045,0.90729,96.9189,-22.16129955,7.18859,135.192,19.53590045,2.64889,139.166,-14.54139955,-1.89961,86.5322,20.43690045,-2.68871,88.0334,-10.86589955,10.27689,49.4815,16.89340045,-1.63171,48.9185,-7.19269955,-17.87521,23.3964,14.05103045,-9.85691,8.51311,-9.53579955,-14.97641,10.5415,16.27760045,0.37079,2.91077
27.5,1.15582045,0.88809,96.9311,1.15582045,0.88809,96.9311,-22.18089955,7.17739,135.174,19.50000045,2.63729,139.211,-14.56259955,-1.86351,86.6115,20.42350045,-2.87671,88.0126,-10.87549955,10.73039,49.7058,16.92820045,-2.17101,48.8956,-7.10839955,-16.85711,22.9388,14.03975045,-10.54601,8.51818,-9.53559955,-13.56371,10.2006,16.28720045,-0.32561,2.91923
28,1.14043045,0.86689,96.9398,1.14043045,0.86689,96.9398,-22.20149955,7.16239,135.153,19.46570045,2.62609,139.25,-14.58589955,-1.83131,86.6867,20.40420045,-3.06291,87.9902,-10.88769955,11.15679,49.9238,16.96100045,-2.70681,48.8766,-7.03379955,-15.82261,22.4628,14.02479045,-11.23641,8.52269,-9.52899955,-12.13331,9.84762,16.29910045,-1.01971,2.9275
28.5,1.12345045,0.84379,96.9445,1.12345045,0.84379,96.9445,-22.22329955,7.14619,135.131,19.43130045,2.61449,139.283,-14.61009955,-1.80281,86.7574,20.37940045,-3.24881,87.966,-10.90119955,11.55799,50.1344,16.99320045,-3.23851,48.8602,-6.96079955,-14.77591,21.9645,14.00784045,-11.92571,8.5276,-9.51549955,-10.68661,9.48223,16.31360045,-1.71211,2.93569
29,1.10556045,0.81849,96.945,1.10556045,0.81849,96.945,-22.24609955,7.12719,135.107,19.39710045,2.60099,139.31,-14.63769955,-1.77941,86.8228,20.35320045,-3.43001,87.9391,-10.91489955,11.93429,50.3364,17.02540045,-3.76641,48.847,-6.88289955,-13.72031,21.4449,13.98579045,-12.61571,8.52784,-9.49659955,-9.22311,9.11012,16.33050045,-2.40311,2.9432
29.5,1.08677045,0.79159,96.9414,1.08677045,0.79159,96.9414,-22.26849955,7.10389,135.083,19.36580045,2.58959,139.33,-14.66719955,-1.76151,86.8829,20.32440045,-3.60771,87.9101,-10.93049955,12.28159,50.5244,17.05630045,-4.29001,48.8398,-6.82549955,-12.63851,20.9138,13.96221045,-13.30791,8.52882,-9.47259955,-7.74341,8.73791,16.35120045,-3.09231,2.94879
30,1.06786045,0.76329,96.9341,1.06786045,0.76329,96.9341,-22.29059955,7.07869,135.058,19.33460045,2.57849,139.344,-14.69709955,-1.74801,86.9379,20.29550045,-3.78201,87.8786,-10.94609955,12.60819,50.7005,17.08720045,-4.81181,48.8341,-6.77239955,-11.54321,20.3711,13.93787045,-14.00091,8.52924,-9.44559955,-6.25261,8.36682,16.37390045,-3.78111,2.95253
30.5,1.04905045,0.73349,96.9232,1.04905045,0.73349,96.9232,-22.31139955,7.04989,135.033,19.30350045,2.56729,139.353,-14.72879955,-1.73951,86.9871,20.26800045,-3.95131,87.8441,-10.96069955,12.91449,50.8637,17.11700045,-5.33121,48.831,-6.72259955,-10.43431,19.8185,13.91207045,-14.69451,8.52664,-9.41669955,-4.75071,8.00214,16.39750045,-4.46891,2.95365
31,1.03088045,0.70289,96.9079,1.03088045,0.70289,96.9079,-22.33069955,7.01769,135.008,19.27580045,2.55889,139.355,-14.76059955,-1.73641,87.0293,20.24160045,-4.11451,87.807,-10.97499955,13.19699,51.0078,17.14670045,-5.84901,48.8323,-6.69329955,-9.30041,19.2625,13.88800045,-15.38901,8.52712,-9.38569955,-3.23941,7.64845,16.42280045,-5.15651,2.95226
31.5,1.01355045,0.67109,96.8886,1.01355045,0.67109,96.8886,-22.34739955,6.98119,134.983,19.24820045,2.55189,139.35,-14.79189955,-1.73821,87.0643,20.21740045,-4.27191,87.7665,-10.98809955,13.46069,51.1351,17.17610045,-6.36771,48.8343,-6.67209955,-8.15011,18.7052,13.86422045,-16.08481,8.52727,-9.35469955,-1.72091,7.30687,16.44810045,-5.84441,2.94851
